date_mesure,geocode_epci,libelle_epci,numerateur,denominateur,valeur
2015-01-01T00:00:00.000,200066348,Communauté de communes du Minervois au Caroux,3114.016,12783.316912972086,24.36
2020-01-01T00:00:00.000,200041630,Communauté d'agglomération Ardenne Métropole,1083.04,19514.234234234234,5.55
2019-01-01T00:00:00.000,243301181,Communauté de communes Latitude Nord Gironde,633.744,4653.039647577093,13.62
2019-01-01T00:00:00.000,245100615,Communauté de communes de la Grande Vallée de la Marne,289.94,7340.253164556962,3.95
2021-01-01T00:00:00.000,200035723,Communauté de communes Ventoux Sud,5688.542,12774.628340444644,44.53000000000001
2020-01-01T00:00:00.000,241000488,Communauté de communes de l'Orvin et de l'Ardusson,2445.145,37330.45801526718,6.55
2019-01-01T00:00:00.000,200073104,Communauté de communes de l'Île-Rousse - Balagne,542.47,12734.037558685446,4.26
2014-01-01T00:00:00.000,247200686,Communauté de communes du Pays de l'Huisne Sarthoise,535.19,30408.522727272728,1.7600000000000002
2014-01-01T00:00:00.000,244301131,Communauté de communes Loire et Semène,162.5,4682.997118155619,3.47
2018-01-01T00:00:00.000,200069581,Communauté de communes Convergence Garonne,469.109,8317.535460992907,5.640000000000001
2009-01-01T00:00:00.000,242101459,Communauté de communes du Pays d'Alésia et de la Seine,1629.96,20763.821656050957,7.85
2022-01-01T00:00:00.000,243600350,Communauté de communes de la Châtre et Sainte-Sévère,2061.993,46970.22779043281,4.389999999999999
2021-01-01T00:00:00.000,200042000,Communauté de communes Bruyères-Vallons des Vosges,467.76,7757.213930348259,6.029999999999999
2020-01-01T00:00:00.000,241300375,Communauté de communes Vallée des Baux-Alpilles (CC VBA),4209.412,12169.447817288234,34.59
2017-01-01T00:00:00.000,200068468,Communauté de communes des Pays de L'Aigle,1140.29,33147.96511627907,3.44
2017-01-01T00:00:00.000,200042463,Communauté de communes de la Montagne Noire,2527.22,7892.629606495939,32.02
2015-01-01T00:00:00.000,243700499,Communauté de communes du Castelrenaudais,394.05,22777.456647398845,1.73
2012-01-01T00:00:00.000,200070464,Communauté de communes Cœur de Maurienne Arvan,23.27,9308.0,0.25
2017-01-01T00:00:00.000,248500563,"Communauté de communes Vendée, Sèvre, Autise",1739.75,23702.31607629428,7.34
2019-01-01T00:00:00.000,245400601,Communauté de communes du Bassin de Pompey,528.63,3082.390670553936,17.15
2016-01-01T00:00:00.000,200039907,Communauté de communes du Sud Messin,400.35,20219.69696969697,1.9799999999999998
2023-01-01T00:00:00.000,249100074,Communauté de communes du Pays de Limours (CCPL),1270.1,6238.212180746561,20.36
2018-01-01T00:00:00.000,249740093,Communauté d'agglomération Intercommunale de la Réunion Est (CIREST),409.4,9794.258373205741,4.180000000000001
2009-01-01T00:00:00.000,200067460,Communauté de communes Loudéac Communauté - Bretagne Centre,834.209,80991.16504854368,1.03
2011-01-01T00:00:00.000,200072080,Communauté de communes du Pays de Saint-Éloy,621.782,41730.335570469804,1.49
2013-01-01T00:00:00.000,243000569,"Communauté de communes Rhony, Vistre, Vidourle",883.332,2440.1436464088397,36.2
2023-01-01T00:00:00.000,200068450,Communauté de communes Terres d'Argentan Interco,3478.178,50335.42691751086,6.909999999999999
2019-01-01T00:00:00.000,200071819,Communauté de communes du Périgord Nontronnais,2190.568,17154.01722787784,12.77
2009-01-01T00:00:00.000,200059392,Communauté de communes Bièvre Isère,293.826,36728.25,0.8
2013-01-01T00:00:00.000,200066835,Communauté de communes de Sézanne-Sud Ouest Marnais,226.895,52766.27906976744,0.43
2009-01-01T00:00:00.000,200040681,Communauté de communes Enclave des Papes-Pays de Grignan,1717.908,12955.565610859729,13.26
2024-01-01T00:00:00.000,247900798,Communauté de communes du Thouarsais,3304.378,45080.19099590723,7.33
2023-01-01T00:00:00.000,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,480.078,17913.358208955222,2.68
2024-01-01T00:00:00.000,200070852,Communauté de communes Usses et Rhône,500.328,10996.21978021978,4.55
2015-01-01T00:00:00.000,248500415,Communauté de communes du Pays de la Châtaigneraie,1489.22,24373.486088379705,6.11
2016-01-01T00:00:00.000,248200065,Communauté de communes de la Lomagne Tarn-et-Garonnaise,1449.59,28202.14007782101,5.14
2012-01-01T00:00:00.000,200040590,Communauté d'agglomération Villefranche Beaujolais Saône,321.911,6490.1411290322585,4.959999999999999
2011-01-01T00:00:00.000,200071371,Communauté de communes Bresse et Saône,174.34,16763.46153846154,1.04
2023-01-01T00:00:00.000,200066280,Communauté de communes du Pithiverais,687.934,37592.02185792349,1.83
2008-01-01T00:00:00.000,244300307,Communauté de communes Haut Pays du Velay Communauté,325.91,6664.8261758691215,4.89
2022-01-01T00:00:00.000,244701405,Communauté de communes Lot et Tolzac,3638.607,17417.93681187171,20.89
2015-01-01T00:00:00.000,200041853,Communauté de communes du Pays de Montbozon et du Chanois,2031.59,11530.022701475595,17.62
2020-01-01T00:00:00.000,200066652,Communauté de communes Grand Sud Tarn et Garonne,2589.875,25390.93137254902,10.2
2011-01-01T00:00:00.000,240300657,Communauté de communes du Pays d'Huriel,1130.63,25813.470319634707,4.38
2012-01-01T00:00:00.000,200034411,Communauté de communes du Piémont Cévenol,1549.884,12136.914643696162,12.770000000000001
2010-01-01T00:00:00.000,200065563,Communauté de communes Normandie-Cabourg-Pays d'Auge,1181.72,13413.393870601587,8.810000000000002
2008-01-01T00:00:00.000,248400319,Communauté de communes du Pays des Sorgues et des Monts de Vaucluse,220.762,3537.852564102564,6.24
2016-01-01T00:00:00.000,200042000,Communauté de communes Bruyères-Vallons des Vosges,400.86,7768.604651162791,5.16
2020-01-01T00:00:00.000,200068096,Communauté de communes Champsaur-Valgaudemar,5725.958,16458.631790744468,34.78999999999999
2021-01-01T00:00:00.000,200071991,Communauté de communes Retz-en-Valois,281.497,29020.309278350516,0.97
2015-01-01T00:00:00.000,200070738,Communauté de communes Mad et Moselle,585.416,25789.251101321588,2.27
2013-01-01T00:00:00.000,249740119,Communauté d'agglomération Intercommunale du Nord de la Réunion (CINOR),50.484,3767.4626865671644,1.34
2010-01-01T00:00:00.000,200042653,Communauté de communes Sud-Hérault,575.833,10227.939609236235,5.629999999999999
2008-01-01T00:00:00.000,247000854,Communauté de communes des 1000 étangs,263.1,4872.222222222222,5.400000000000001
2008-01-01T00:00:00.000,200067643,Communauté de communes Meurthe Mortagne Moselle,176.788,16678.113207547172,1.06
2013-01-01T00:00:00.000,200072692,Communauté de communes des Vallées de la Braye et de l'Anille,1038.44,27042.708333333336,3.84
2015-01-01T00:00:00.000,246800551,Communauté de communes de la Vallée de Kaysersberg,1993.992,5252.876712328767,37.959999999999994
2019-01-01T00:00:00.000,248719288,Communauté de communes du Val de Vienne,166.11,8930.645161290322,1.86
2008-01-01T00:00:00.000,242000354,Communauté d'agglomération de Bastia,47.65,728.5932721712538,6.54
2020-01-01T00:00:00.000,200026573,Communauté de communes Haut-Jura Saint-Claude,3807.146,6631.503222435117,57.41
2019-01-01T00:00:00.000,240200592,Communauté de communes du Chemin des Dames,87.28,9384.946236559139,0.93
2016-01-01T00:00:00.000,200071413,Communauté d'agglomération Privas Centre Ardèche,1729.967,15557.257194244607,11.12
2018-01-01T00:00:00.000,200034205,Communauté de communes de la Costa Verde,820.821,5011.117216117216,16.380000000000003
2019-01-01T00:00:00.000,247700032,Communauté de communes Moret Seine et Loing,1079.19,10190.651558073656,10.589999999999998
2019-01-01T00:00:00.000,200035103,Communauté de communes de la Vallée de la Haute Sarthe,1867.04,19468.61313868613,9.59
2014-01-01T00:00:00.000,200041853,Communauté de communes du Pays de Montbozon et du Chanois,1228.04,11530.892018779343,10.65
2013-01-01T00:00:00.000,249100546,Communauté de communes du Val d'Essonne (CCVE),6.27,8957.142857142855,0.07000000000000002
2013-01-01T00:00:00.000,200036150,Communauté de communes des Hauts du Val de Saône,1456.9,28179.883945841397,5.169999999999999
2015-01-01T00:00:00.000,200070944,Communauté de communes du Vimeu,106.33,14768.055555555557,0.72
2011-01-01T00:00:00.000,200030674,Communauté d'agglomération Val de Garonne Agglomération,179.42,39004.34782608695,0.4600000000000001
2010-01-01T00:00:00.000,200096956,Communauté d'agglomération Agglomération d'Agen,1145.1,37178.57142857143,3.0799999999999996
2018-01-01T00:00:00.000,200044014,Communauté de communes Creuse Grand Sud,2220.078,25965.824561403508,8.55
2015-01-01T00:00:00.000,200069169,Communauté de communes Dômes Sancy Artense,1350.71,40684.03614457831,3.32
2021-01-01T00:00:00.000,200071082,Communauté d'agglomération Montluçon Communauté,1062.482,21421.00806451613,4.96
2021-01-01T00:00:00.000,242700276,Communauté de communes du Pays de Conches,440.07,14014.96815286624,3.1400000000000006
2021-01-01T00:00:00.000,243301504,Communauté d'agglomération du Bassin d'Arcachon Nord,131.33,2911.9733924611974,4.510000000000001
2017-01-01T00:00:00.000,243500782,Communauté d'agglomération du Pays de Saint Malo Agglomération,1486.56,12848.401037165082,11.57
2017-01-01T00:00:00.000,200067106,Communauté d'agglomération du Pays Basque,5157.018,119652.38979118329,4.3100000000000005
2008-01-01T00:00:00.000,240900431,Communauté de communes du Pays de Tarascon,168.79,5130.395136778116,3.29
2022-01-01T00:00:00.000,200040384,Communauté de communes Isle Double Landais,674.813,5292.650980392156,12.750000000000002
2009-01-01T00:00:00.000,246300966,Communauté de communes du Massif du Sancy,172.761,32596.415094339623,0.5299999999999999
2021-01-01T00:00:00.000,200067767,Communauté de communes du Royans-Vercors,3257.475,9919.229598051155,32.84
2013-01-01T00:00:00.000,200056380,Communauté d'agglomération Plaine Vallée,30.74,1182.3076923076922,2.6000000000000005
2008-01-01T00:00:00.000,200065894,Communauté de communes de Forez-Est,249.09,33212.0,0.75
2022-01-01T00:00:00.000,200035202,Communauté de communes Charlieu-Belmont,494.06,17154.861111111113,2.8799999999999994
2014-01-01T00:00:00.000,200071777,"Communauté de communes d'Arcis, Mailly, Ramerupt",156.71,43530.55555555556,0.35999999999999993
2021-01-01T00:00:00.000,246600282,Communauté de communes Sud-Roussillon,879.112,1634.0371747211898,53.79999999999999
2020-01-01T00:00:00.000,200072981,Communauté de communes Touraine Ouest Val de Loire,1927.921,25037.935064935067,7.699999999999999
2013-01-01T00:00:00.000,200042646,Communauté de communes Grand Orb communauté de communes en Languedoc,1192.173,7264.91773308958,16.41
2017-01-01T00:00:00.000,241501139,Communauté de communes du Pays de Salers,1053.209,35224.38127090301,2.99
2014-01-01T00:00:00.000,200017846,Communauté d'agglomération Étampois Sud Essonne,707.58,36473.195876288664,1.9399999999999997
2017-01-01T00:00:00.000,200043065,Communauté de communes du Val d'Amboise,620.32,11929.23076923077,5.2
2016-01-01T00:00:00.000,200042729,Communauté de communes de la Baie du Cotentin,3067.7,33748.07480748075,9.09
2018-01-01T00:00:00.000,200043396,Communauté d'agglomération Maubeuge Val de Sambre,890.83,20246.136363636364,4.4
2020-01-01T00:00:00.000,200065647,Communauté d'agglomération Pays de Montbéliard Agglomération,1333.722,10510.023640661939,12.690000000000001
2024-01-01T00:00:00.000,200072015,Communauté d'agglomération Annonay Rhône Agglo,1352.118,9337.831491712706,14.48
2020-01-01T00:00:00.000,241200641,Communauté de communes Conques-Marcillac,3376.769,21521.790949649458,15.69
2021-01-01T00:00:00.000,246301097,Communauté de communes Entre Dore et Allier,547.617,12735.279069767443,4.3
2008-01-01T00:00:00.000,200068781,Communauté d'agglomération Valence Romans Agglo,2667.51,46310.93750000001,5.759999999999999
2010-01-01T00:00:00.000,246000848,Communauté de communes de la Picardie Verte,1067.01,48945.4128440367,2.18
2014-01-01T00:00:00.000,244701355,Communauté de communes des Coteaux et Landes de Gascogne,259.79,11444.493392070484,2.2700000000000005
2019-01-01T00:00:00.000,247600604,Communauté de communes de Londinières,315.67,16188.205128205129,1.95
2015-01-01T00:00:00.000,243100518,Toulouse Métropole,717.82,11094.590417310666,6.469999999999999
2016-01-01T00:00:00.000,200034064,Communauté de communes du Cordais et du Causse (4 C),1193.944,12935.471289274104,9.23
2015-01-01T00:00:00.000,244900015,Communauté urbaine Angers Loire Métropole,2761.396,32952.21957040572,8.380000000000003
2020-01-01T00:00:00.000,245804497,Communauté de communes du Nivernais Bourbonnais,1727.91,14423.288814691152,11.98
2009-01-01T00:00:00.000,200067817,Communauté de communes Saône-Beaujolais,295.7,25491.37931034483,1.16
2016-01-01T00:00:00.000,248900748,Communauté de communes du Gâtinais en Bourgogne,370.52,27244.11764705882,1.36
2009-01-01T00:00:00.000,200066512,Communauté de communes Élan Limousin Avenir Nature,384.775,20145.287958115183,1.9100000000000001
2012-01-01T00:00:00.000,200070407,Communauté d'agglomération Agglo Pays d'Issoire,2168.871,56043.17829457365,3.8699999999999997
2024-01-01T00:00:00.000,200069581,Communauté de communes Convergence Garonne,1189.099,8315.37762237762,14.300000000000002
2024-01-01T00:00:00.000,200068807,Communauté de communes du Bassin Auterivain Haut-Garonnais,3335.899,22106.68654738237,15.09
2012-01-01T00:00:00.000,240500462,Communauté de communes du Pays des Ecrins,135.061,2365.3415061295973,5.71
2013-01-01T00:00:00.000,200041721,Communauté de communes de la Haute Comté,378.28,14549.230769230768,2.6
2021-01-01T00:00:00.000,244700464,Communauté de communes du Pays de Lauzun,2827.887,15025.967056323061,18.82
2020-01-01T00:00:00.000,200040210,Communauté de communes Lacs et Gorges du Verdon,830.319,6712.360549717057,12.37
2024-01-01T00:00:00.000,248900524,Communauté de communes de l'Aillantais en Bourgogne,2212.242,15824.334763948498,13.98
2023-01-01T00:00:00.000,200071363,Communauté d'agglomération Vichy Communauté,1230.518,30383.16049382716,4.05
2019-01-01T00:00:00.000,200073252,Communauté de communes de la Castagniccia-Casinca,1083.72,9168.527918781727,11.819999999999999
2009-01-01T00:00:00.000,244301016,Communauté de communes des Sucs,196.54,11360.693641618496,1.7300000000000002
2018-01-01T00:00:00.000,244000865,Communauté de communes Maremne Adour Côte Sud,255.154,10247.14859437751,2.49
2018-01-01T00:00:00.000,200066744,Communauté de communes Haute-Corrèze Communauté,2510.027,62283.54838709677,4.03
2010-01-01T00:00:00.000,200035954,Communauté de communes du Grand Langres,459.2,39930.434782608696,1.15
2018-01-01T00:00:00.000,200069839,Communauté de communes de la Côte d'Albâtre,166.7,32057.69230769231,0.52
2019-01-01T00:00:00.000,200035715,Communauté d'agglomération Carcassonne Agglo,8299.368,40883.58620689655,20.3
2022-01-01T00:00:00.000,249710070,Communauté d'agglomération Grand Sud Caraïbe,524.863,4152.397151898735,12.639999999999999
2023-01-01T00:00:00.000,200000172,Communauté de communes Faucigny-Glières,28.921,3324.2528735632186,0.8699999999999999
2022-01-01T00:00:00.000,200041325,Communauté de communes du Pays Rhénan,400.85,7057.218309859156,5.679999999999999
2009-01-01T00:00:00.000,200034270,Communauté de communes du Pays de Barr,357.123,6776.5275142314995,5.269999999999999
2024-01-01T00:00:00.000,200043990,Communauté de communes Vallons de Haute-Bretagne Communauté,2200.931,28770.339869281048,7.6499999999999995
2021-01-01T00:00:00.000,200054781,Métropole du Grand Paris,366.072,1759.9615384615383,20.8
2019-01-01T00:00:00.000,244000808,Communauté d'agglomération Mont de Marsan Agglomération,232.681,6904.480712166172,3.37
2011-01-01T00:00:00.000,243600350,Communauté de communes de la Châtre et Sainte-Sévère,443.13,47141.48936170214,0.9399999999999998
2024-01-01T00:00:00.000,248500589,Communauté d'agglomération La Roche-sur-Yon Agglomération,4236.77,31406.745737583402,13.489999999999998
2020-01-01T00:00:00.000,246800445,Communauté de communes du Centre du Haut-Rhin,45.78,7759.322033898306,0.59
2012-01-01T00:00:00.000,200096675,Communauté de communes Baud Communauté,232.454,14438.136645962733,1.61
2021-01-01T00:00:00.000,246000756,Communauté de communes du Pays Noyonnais,335.003,15227.409090909088,2.2
2018-01-01T00:00:00.000,200058782,Communauté d'agglomération de Saint-Quentin-en-Yvelines,520.4,2190.23569023569,23.76
2024-01-01T00:00:00.000,200035533,Communauté de communes du Grand Saint-Émilionnais,3067.137,14501.829787234044,21.15
2018-01-01T00:00:00.000,249100595,Communauté de communes Le Dourdannais en Hurepoix (CCDH),1292.36,6852.38600212089,18.86
2012-01-01T00:00:00.000,248719262,Communauté de communes Gartempe - Saint-Pardoux,665.36,14951.91011235955,4.45
2022-01-01T00:00:00.000,200069425,Communauté d'agglomération Mont-Saint-Michel-Normandie,6221.428,119184.44444444445,5.22
2011-01-01T00:00:00.000,240200600,Communauté de communes des Trois Rivières,100.91,19786.27450980392,0.51
2019-01-01T00:00:00.000,243300316,Bordeaux Métropole,930.634,6339.4686648501365,14.679999999999998
2023-01-01T00:00:00.000,245700695,Communauté de communes de Cattenom et Environs,178.57,11301.898734177214,1.5800000000000003
2017-01-01T00:00:00.000,240700864,Communauté de communes du Rhône aux Gorges de l'Ardèche,1202.905,5377.313366115332,22.37
2009-01-01T00:00:00.000,244701355,Communauté de communes des Coteaux et Landes de Gascogne,18.0,11250.0,0.16
2016-01-01T00:00:00.000,200034023,Communauté de communes Tarn-Agout,1647.13,17597.542735042738,9.359999999999998
2015-01-01T00:00:00.000,248900524,Communauté de communes de l'Aillantais en Bourgogne,1027.25,15828.19722650231,6.49
2024-01-01T00:00:00.000,200068096,Communauté de communes Champsaur-Valgaudemar,6191.218,16457.251461988304,37.62
2009-01-01T00:00:00.000,200073245,Communauté de communes du Bassin d'Aubenas,652.329,5060.737005430566,12.89
2014-01-01T00:00:00.000,200067841,Communauté de communes de l'Alsace Bossue,5397.058,21148.346394984328,25.52
2014-01-01T00:00:00.000,242504447,Communauté de communes du Doubs Baumois,890.61,16803.962264150945,5.3
2022-01-01T00:00:00.000,243500634,Communauté de communes Roche aux Fées Communauté,1887.022,29347.153965785383,6.429999999999999
2024-01-01T00:00:00.000,200067072,Communauté de communes Haut-Léon Communauté,2480.674,15932.395632626845,15.57
2020-01-01T00:00:00.000,243000585,Communauté de communes Beaucaire Terre d'Argence,2225.162,11399.395491803278,19.52
2019-01-01T00:00:00.000,243300811,Communauté de communes de l'Estuaire,2292.172,11888.858921161825,19.28
2017-01-01T00:00:00.000,200070944,Communauté de communes du Vimeu,82.66,14760.714285714283,0.5600000000000002
2009-01-01T00:00:00.000,200035319,Communauté d'agglomération Estérel Côte d'Azur Agglomération,44.298,1599.2057761732854,2.77
2020-01-01T00:00:00.000,200040442,Communauté d'agglomération Luberon Monts de Vaucluse,2648.622,6902.845973416732,38.370000000000005
2022-01-01T00:00:00.000,200068757,Communauté d'agglomération d'Épinal,3517.86,43430.37037037037,8.1
2014-01-01T00:00:00.000,200066462,Communauté de communes Interco Normandie Sud Eure,477.59,53661.79775280898,0.8900000000000001
2023-01-01T00:00:00.000,200046977,Métropole de Lyon,2040.917,10624.242581988547,19.21
2024-01-01T00:00:00.000,247000011,Communauté d'agglomération de Vesoul,1443.881,6330.035072336695,22.81
2020-01-01T00:00:00.000,200065886,Communauté d'agglomération Loire Forez Agglomération,5884.792,57581.135029354205,10.220000000000002
2013-01-01T00:00:00.000,246900625,Communauté de communes du Pays de l'Arbresle (CCPA),364.551,8721.315789473685,4.18
2011-01-01T00:00:00.000,200065647,Communauté d'agglomération Pays de Montbéliard Agglomération,806.22,10511.342894393742,7.67
2013-01-01T00:00:00.000,243100518,Toulouse Métropole,593.76,11098.317757009347,5.35
2023-01-01T00:00:00.000,245100979,Communauté de communes du Sud Marnais,564.676,25321.793721973096,2.23
2020-01-01T00:00:00.000,200071991,Communauté de communes Retz-en-Valois,119.587,29167.560975609762,0.4099999999999999
2012-01-01T00:00:00.000,200073138,Communauté de communes Pasquale Paoli,354.962,22465.949367088604,1.58
2023-01-01T00:00:00.000,247700594,Communauté d'agglomération Marne et Gondoire,131.905,2216.890756302521,5.95
2011-01-01T00:00:00.000,244000543,Communauté de communes de Mimizan,78.15,832.2683706070287,9.390000000000002
2015-01-01T00:00:00.000,248719353,Communauté de communes des Portes de Vassivière,692.645,12685.80586080586,5.46
2016-01-01T00:00:00.000,200070316,"Communauté de communes Entre Arroux, Loire et Somme",1728.846,63327.692307692305,2.7300000000000004
2011-01-01T00:00:00.000,243200409,Communauté de communes du Bas Armagnac,281.497,21165.187969924813,1.33
2008-01-01T00:00:00.000,247400740,Communauté de communes Rumilly Terre de Savoie,14.659,9772.666666666666,0.15000000000000002
2015-01-01T00:00:00.000,200072544,Communauté de communes des Deux Morin,503.935,29469.88304093567,1.7100000000000002
2014-01-01T00:00:00.000,248300543,Métropole Toulon-Provence-Méditerranée,377.125,2746.722505462491,13.73
2008-01-01T00:00:00.000,200068484,Communauté de communes des Causses à l'Aubrac,2248.674,47340.505263157895,4.75
2018-01-01T00:00:00.000,248200099,Communauté d'agglomération Grand Montauban,821.697,11688.435277382645,7.03
2014-01-01T00:00:00.000,200069037,Communauté d'agglomération du Pays de Saint-Omer,111.187,34745.9375,0.31999999999999995
2011-01-01T00:00:00.000,200033181,Communauté d'agglomération Chartres Métropole,173.206,69282.4,0.25
2014-01-01T00:00:00.000,245200456,Communauté d'agglomération de Chaumont,669.02,46459.72222222222,1.4400000000000002
2015-01-01T00:00:00.000,200068104,Communauté d'agglomération de la Provence Verte,4952.865,15678.58499525166,31.590000000000003
2024-01-01T00:00:00.000,200038990,Communauté de communes de Saint-Méen Montauban,1083.25,26550.245098039213,4.08
2022-01-01T00:00:00.000,200040954,Communauté de communes des Hauts de Flandre,379.484,36843.1067961165,1.03
2021-01-01T00:00:00.000,249730045,Communauté d'agglomération du Centre Littoral,1203.348,12911.45922746781,9.32
2015-01-01T00:00:00.000,200069524,Communauté de communes Pré-Bocage Intercom,1270.096,29744.637002341922,4.27
2015-01-01T00:00:00.000,200006930,Communauté de communes du Haut Allier Margeride,587.89,11549.901768172887,5.09
2010-01-01T00:00:00.000,200070365,Communauté de communes Corbières Salanque Méditerranée,988.488,7091.018651362985,13.94
2017-01-01T00:00:00.000,200066173,Communauté de communes de Damvillers Spincourt,783.59,30971.936758893284,2.53
2023-01-01T00:00:00.000,200068625,Communauté de communes Alpes-Provence-Verdon - Sources de Lumière,7274.464,24861.462747778536,29.26
2020-01-01T00:00:00.000,247200132,Communauté urbaine Le Mans Métropole,790.356,9243.929824561403,8.55
2015-01-01T00:00:00.000,200066710,Communauté de communes Cingal-Suisse Normande,727.0,24982.817869415805,2.91
2009-01-01T00:00:00.000,200073112,Communauté de communes Sud Sarthe,1111.92,27120.000000000004,4.1
2024-01-01T00:00:00.000,200033868,Communauté de communes des Ballons des Hautes-Vosges,687.654,4030.7971864009382,17.06
2018-01-01T00:00:00.000,200067213,Communauté urbaine du Grand Reims,1739.252,98821.13636363635,1.76
2020-01-01T00:00:00.000,240800847,Communauté de communes des Portes du Luxembourg,1772.5,33826.33587786259,5.24
2023-01-01T00:00:00.000,200069623,Communauté de communes Champagnole Nozeroy Jura,1728.173,27650.768,6.25
2014-01-01T00:00:00.000,200066348,Communauté de communes du Minervois au Caroux,2627.965,12781.930933852142,20.56
2008-01-01T00:00:00.000,200069094,Communauté de communes Isle et Crempse en Périgord,23.48,9392.0,0.25
2008-01-01T00:00:00.000,242504447,Communauté de communes du Doubs Baumois,661.069,16778.401015228428,3.939999999999999
2008-01-01T00:00:00.000,200072031,Communauté d'agglomération de la Région de Château-Thierry,59.24,53854.545454545456,0.11
2011-01-01T00:00:00.000,200042414,Communauté de communes Bresse Revermont 71,385.962,17077.964601769912,2.26
2018-01-01T00:00:00.000,243500782,Communauté d'agglomération du Pays de Saint Malo Agglomération,1698.04,12844.47806354009,13.22
2012-01-01T00:00:00.000,241200658,Communauté de communes du Pays de Salars,1740.57,19190.40793825799,9.07
2013-01-01T00:00:00.000,248400053,Communauté d'agglomération Ventoux-Comtat-Venaissin (COVE),2464.786,14413.953216374268,17.1
2015-01-01T00:00:00.000,200040475,Communauté de communes LBN Communauté,1148.76,33687.97653958944,3.41
2010-01-01T00:00:00.000,200068765,Communauté de communes du Sisteronais-Buëch,4609.776,38770.19343986543,11.89
2018-01-01T00:00:00.000,200041507,Communauté d'agglomération La Riviera du Levant,26.61,4093.8461538461534,0.6500000000000001
2018-01-01T00:00:00.000,200040954,Communauté de communes des Hauts de Flandre,146.899,36724.75,0.39999999999999997
2018-01-01T00:00:00.000,240300657,Communauté de communes du Pays d'Huriel,1536.799,25828.554621848736,5.95
2015-01-01T00:00:00.000,242900793,Communauté de communes Communauté Lesneven Côte des Légendes,409.461,13337.491856677525,3.07
2019-01-01T00:00:00.000,241100593,Communauté d'agglomération Le Grand Narbonne,4620.448,23977.415672029063,19.27
2012-01-01T00:00:00.000,242600492,Communauté de communes Dieulefit-Bourdeaux,2979.394,8648.458635703917,34.45
2010-01-01T00:00:00.000,200070746,Communauté d'agglomération Sarreguemines Confluences,662.147,13939.936842105264,4.750000000000001
2021-01-01T00:00:00.000,200005957,Communauté de communes de la Région de Rambervillers,1264.91,13542.933618843685,9.34
2011-01-01T00:00:00.000,200066553,Communauté de communes du Haut-Languedoc,1054.65,22927.17391304348,4.6000000000000005
2024-01-01T00:00:00.000,241800457,Communauté de communes FerCher,1406.399,14819.799789251843,9.49
2015-01-01T00:00:00.000,246401756,Communauté de communes Pays de Nay,126.25,13015.463917525773,0.9700000000000001
2010-01-01T00:00:00.000,200067544,Communauté de communes Creuse Confluence,1765.341,68424.06976744186,2.5799999999999996
2011-01-01T00:00:00.000,200039865,Metz Métropole,304.789,16386.505376344085,1.86
2011-01-01T00:00:00.000,200085728,Communauté de communes Brioude Sud Auvergne,1273.754,20577.609046849753,6.190000000000001
2014-01-01T00:00:00.000,246700967,Communauté de communes de Sélestat,325.59,8099.253731343284,4.02
2022-01-01T00:00:00.000,246000772,Communauté de communes des Deux Vallées,336.96,4099.2700729927,8.22
2018-01-01T00:00:00.000,200071413,Communauté d'agglomération Privas Centre Ardèche,2226.758,15560.852550663869,14.310000000000002
2013-01-01T00:00:00.000,200004802,Communauté de communes du Pays de Fayence,33.09,3939.285714285715,0.84
2016-01-01T00:00:00.000,200067650,Communauté de communes Houve-Pays Boulageois,782.79,18162.180974477957,4.3100000000000005
2009-01-01T00:00:00.000,246900765,Communauté de communes du Pays de l'Ozon,128.42,3021.647058823529,4.25
2023-01-01T00:00:00.000,200067924,Communauté de communes du Canton d'Erstein,1021.57,14762.572254335262,6.919999999999999
2022-01-01T00:00:00.000,244900809,Communauté de communes Anjou Bleu Communauté,7772.628,47861.009852216754,16.24
2024-01-01T00:00:00.000,200040624,Communauté de communes Pays d'Apt-Luberon,5749.415,15019.370428422151,38.28
2020-01-01T00:00:00.000,200073138,Communauté de communes Pasquale Paoli,3292.341,22442.678936605316,14.67
2024-01-01T00:00:00.000,241200674,Communauté de communes du Plateau de Montbazens,370.983,13589.12087912088,2.73
2022-01-01T00:00:00.000,244000881,Communauté de communes Coteaux et Vallées des Luys,800.26,10406.501950585174,7.690000000000001
2017-01-01T00:00:00.000,200035707,Communauté de communes Piège Lauragais Malepère,4007.15,36165.61371841156,11.079999999999998
2021-01-01T00:00:00.000,200049484,Communauté de communes Berry Grand Sud,4997.526,62941.13350125944,7.94
2015-01-01T00:00:00.000,243301439,Communauté de communes des Portes de l'Entre-Deux-Mers,113.347,2126.5853658536585,5.33
2009-01-01T00:00:00.000,245100615,Communauté de communes de la Grande Vallée de la Marne,73.328,7332.8,1.0
2008-01-01T00:00:00.000,200084952,Communauté urbaine Le Havre Seine Métropole,295.93,25511.20689655173,1.16
2024-01-01T00:00:00.000,200069821,Communauté d'agglomération Fécamp Caux Littoral Agglomération,273.91,13043.333333333334,2.1
2023-01-01T00:00:00.000,247300015,Communauté de communes des Vallées d'Aigueblanche,58.34,3007.216494845361,1.94
2018-01-01T00:00:00.000,247600786,Communauté d'agglomération de la Région Dieppoise,206.89,6547.151898734176,3.1600000000000006
2020-01-01T00:00:00.000,244800470,Communauté de communes du Gévaudan,3055.76,15824.754013464528,19.31
