name,division,code,no_thd_coverage_rate,no_4g_coverage_rate,poverty_rate,poverty_rate_50_plus,poverty_rate_30_minus,library_distance,library_distance_and_mjc,public_service_distance,public_service_distance_and_ml,menseul_rate,menseul_rate_50_plus,fammono_rate,fammono_rate_25_minus,obstacle_to_mobility_rate,unemployement_rate,unemployement_rate_50_plus,unemployement_rate_25_minus,foreigners_rate,foreigners_rate_55_plus,foreigners_rate_25_minus,social_assistance_rate,aah_rate,older_65_rate,older_75_rate,nscol15p_rate,nscol15p_rate_50_plus,nscol15p_rate_15_25_year,neet_16_25_year_rate,total,population,population_density,area,is_zrr,number_of_qpv,percentage_of_qpv,digital_mediation_center_count,france_services_center_count,conseillers_numerique_center_count,aidants_connect_center_count,aging_index
CC du Gâtinais en Bourgogne,epci,248900748,7.604099862574439,6.043632615666514,6.662734768666972,9.0,5.0,6.018094365551993,5.608967017865323,7.6606161245991755,5.8900595510765,4.311154374713697,2.647217132386624,4.2224576271186445,3.0,5.900881814017407,5.016662849289968,5.0,5.0,5.035158039395328,5.958715071003207,7.422927164452588,3.119159413650939,3.797640861200183,5.6119445716903344,6.423557031607879,7.404661016949152,5.93747136967476,10.0,5.0,5.724921880112558,17464,43.0,406.0,False,0,0.0,2,2,0,0,84.0
CC de la Vanne et du Pays d'Othe,epci,248900664,8.802044609665428,6.778113382899628,6.330390334572491,9.0,5.0,6.84282063197026,3.606993494423792,5.995004646840148,4.86396375464684,5.689591078066915,4.82307156133829,4.580157992565056,2.0,7.954693308550186,6.880924721189591,6.0,9.0,4.747792750929368,6.123025092936803,6.024047397769516,5.561338289962825,5.21875,7.15485594795539,6.809014869888476,8.462244423791821,8.38928903345725,10.0,8.0,6.4513616901221456,8608,21.0,409.0,True,0,0.0,3,2,0,0,116.0
CC de l'Aillantais,epci,248900524,9.114791987673344,7.725635593220339,5.802580893682588,9.0,4.0,4.851020801232665,6.7934322033898304,9.007126348228043,7.291024653312789,5.623748073959939,4.554121725731895,5.30614406779661,3.2760015408320493,7.335708782742681,5.353909861325116,6.723998459167951,5.0,3.3114406779661016,3.3397534668721107,5.99364406779661,3.9635015408320493,3.67941063174114,6.107858243451464,7.660150231124807,6.360265793528505,4.91727657935285,7.0,3.0,5.789019508034339,10384,39.0,266.0,False,0,0.0,1,1,0,0,105.0
CC de l'Agglomération Migennoise,epci,248900383,4.574855472124393,5.0,8.580237889560768,9.0,6.0,5.0587414446142605,5.299754136487474,4.873812213436109,1.2810153498571333,6.9007243006179815,7.612133696591136,6.977739384676723,9.51857266263539,5.934214897999867,8.028174629543491,9.161007375905376,10.0,7.494916605754535,7.294703967040999,9.298491594125856,7.782045318625823,7.730281081799455,6.269120871818726,7.687553990298358,9.420426606419031,9.382949033158349,10.0,10.0,7.362909732967545,15051,235.0,64.0,False,1,8.0,5,0,1,0,89.0
CA du Grand Sénonais,epci,248900334,6.903233977877227,5.663514312251963,7.439196149624251,5.897745503673056,8.897745503673056,4.1964198260575865,5.323853753271975,4.732061133158828,2.271958118719919,6.775918263953391,7.874373047369755,7.177421261504686,9.664460018576374,4.926116693405387,7.055999324495483,8.90049818458161,9.448872751836529,7.610014354470995,8.583703453516845,9.336435024909228,7.268057080131723,7.11144135776408,6.324275943595373,7.976391117115596,7.2758253820822425,5.398311238706409,9.918263953390188,10.0,7.141146668918348,59221,157.0,377.0,False,2,2.0,15,4,0,0,97.0
CC de Noblat,epci,248719361,4.957760728437737,7.872270466233876,3.3300733496332517,4.0,10.0,4.659219290110446,9.0,5.719332265407639,4.957929348284293,6.3170053115251665,7.734002192058005,5.031194671612849,7.130343141387741,8.234550206559312,5.1085911811820255,1.6232189528707528,5.883905235646235,4.835511339684681,3.7777590422392717,7.990641598516145,3.584099148469775,4.585448107242223,7.294494562009948,7.856588820504173,6.295843520782396,5.081612005733075,5.883905235646235,4.507124188516989,5.830443711081939,11861,36.0,329.0,True,0,0.0,3,1,1,0,127.0
CC des Portes de Vassivière,epci,248719353,8.177201704545455,8.962535511363637,2.768821022727273,9.0,10.0,4.817294034090909,9.0,7.781072443181818,9.574928977272727,8.060369318181818,8.605823863636363,5.818004261363637,2.0,9.874289772727273,5.057705965909091,6.0,4.0,8.435369318181818,8.758877840909092,9.178799715909092,7.466264204545454,6.1120383522727275,9.564098011363637,8.244140625,7.632279829545454,5.741832386363637,9.0,5.0,7.308276684253246,5632,15.0,375.0,True,0,0.0,3,1,0,0,219.0
CC Briance-Combade,epci,248719338,8.80591737997767,7.857834015630815,2.8382954968366207,9.0,10.0,6.59136583550428,9.0,8.714737625604764,8.952549311499814,7.715481950130257,7.193338295496837,4.852809825083736,7.0,9.230182359508746,5.29344994417566,3.0,8.0,6.884629698548567,8.162262746557499,8.39728321548195,6.962039449199851,7.6596576107182734,8.762932638630442,8.91942687011537,8.47450688500186,6.342575362858206,6.0,7.0,7.414688447020046,5374,23.0,233.0,True,0,0.0,1,1,0,0,185.0
CU Limoges Métropole,epci,248719312,3.5259393582800014,5.318964644150683,5.59684396838181,4.901880404535349,10.0,4.158438188754226,9.0,3.7303290587367193,1.541039503445881,6.927740186834757,7.34103853888854,7.018640070605597,3.293027697264033,3.2693140550472872,5.868072669750035,3.665052640716859,5.492705535112298,6.897192655860409,6.763316919782588,9.242692272448867,6.435082879589484,6.902131189443884,5.973445736415416,7.721011434827272,3.745327925381844,2.12538280869452,3.1640422669026615,5.462649928381618,5.538617947794022,207382,396.0,523.0,False,9,1.0,46,4,5,0,104.0
CC du Val de Vienne,epci,248719288,4.801570615879298,6.61723967350977,3.9061958941380164,9.0,10.0,5.638139995053178,9.453190699975266,6.750865693791739,2.6465495918872124,3.6537843185753154,3.043779371753648,4.806208261192184,5.841578036111798,4.58088053425674,3.3250680187979222,1.0,3.079458323027455,4.2144447192678705,2.977368290873114,7.3193173386099435,4.577170418006431,5.477491961414791,5.931301014098442,6.595288152362107,4.083539450902795,3.0213950037101163,4.7196388820183035,3.719638882018303,5.0278965407582765,16173,102.0,158.0,False,0,0.0,3,1,0,0,95.0
