name,division,code,no_thd_coverage_rate,no_4g_coverage_rate,poverty_rate,poverty_rate_50_plus,poverty_rate_30_minus,library_distance,library_distance_and_mjc,public_service_distance,public_service_distance_and_ml,menseul_rate,menseul_rate_50_plus,fammono_rate,fammono_rate_25_minus,obstacle_to_mobility_rate,unemployement_rate,unemployement_rate_50_plus,unemployement_rate_25_minus,foreigners_rate,foreigners_rate_55_plus,foreigners_rate_25_minus,social_assistance_rate,aah_rate,older_65_rate,older_75_rate,nscol15p_rate,nscol15p_rate_50_plus,nscol15p_rate_15_25_year,neet_16_25_year_rate,total,population,population_density,area,is_zrr,number_of_qpv,percentage_of_qpv,digital_mediation_center_count,france_services_center_count,conseillers_numerique_center_count,aidants_connect_center_count,aging_index
CC des Portes de Rosheim,epci,246700744,5.796804792810784,8.70793809286071,3.7756143562434126,8.0,1.0,6.149442502912298,10.0,7.842680423808732,4.524102734786709,3.6629500194153213,1.3565207743939647,3.997947523159705,2.6620069895157266,4.516336606201809,2.584900427137072,1.7130415487879291,1.1846674432795252,4.63155267099351,4.203084262495146,7.802019193432074,1.9329339324346813,1.6694957563654518,5.125145614910967,6.18061796194597,3.1207632994952017,1.801242580573584,1.0,1.0,4.140778910998581,18027,133.0,135.0,False,0,0.0,0,0,0,0,101.0
Eurométropole de Strasbourg,epci,246700488,3.4538954654815477,5.11133869407787,6.699025634057247,6.634826588440295,8.996175273965486,3.3251157009599783,10.0,2.3210611716370786,1.1931186904010167,7.355993269761084,8.109604178822927,7.1479913194305675,2.616328422870023,2.9290707154675597,6.741753059381169,7.65109066638957,4.989586913601957,8.74742820145955,9.183409001894379,9.84129784904122,6.717268018576099,4.816920715867218,3.637732101321269,5.837908750109906,3.1745985436466384,1.4655355016106213,1.4167832335520794,4.889090938156937,5.535855307856473,500509,1476.0,339.0,False,19,5.0,23,4,20,0,70.0
CC de la Vallée de la Bruche,epci,246700306,2.5873479551767073,9.044823292788047,5.213102193276506,8.0,1.0,6.530983622258405,10.0,6.646920793027488,6.027344124126041,5.050330428119912,4.286706254190212,5.651422277559621,9.12671200076621,7.280576573125179,5.525907480126425,4.853222871372474,4.87328799923379,5.758452255531079,6.832343645244708,8.535149889857294,4.125419021166555,4.020687673594483,6.1363375155636435,7.144334833828178,8.015563643329182,7.355760942438463,8.152858921559238,3.87328799923379,6.130317293089057,20882,68.0,307.0,False,0,0.0,3,2,1,0,107.0
CC du Haut Vallespir,epci,246600548,7.625090420584892,9.883641624470394,8.574868244290586,8.0,10.0,6.0483620956908135,6.6882298232923425,5.268884985016017,7.55771416761393,8.73225173090834,8.11945850986876,5.836932933760463,9.276015293996073,9.637800971375427,9.317247080706831,10.0,10.0,8.022320967241914,8.997209879094761,9.358788880851504,9.801281388860184,8.890461920016534,9.549240467086907,8.621783610623128,8.252867624263718,4.540870104371189,10.0,10.0,8.450047240142313,9677,21.0,460.0,True,0,0.0,1,1,0,0,259.0
CC Pyrénées catalanes,epci,246600464,7.884628265237776,8.793871399866042,6.886135298057602,10.0,10.0,5.518754186202277,6.717180174146015,4.136805090421969,10.0,8.149866041527126,8.21483590087073,6.152712659075687,2.0,7.748827863362358,3.0991292699263226,3.6836905559276625,1.0,5.924648359008708,5.914936369725385,7.80040187541862,3.778131279303416,3.1135298057602143,4.735934360348292,6.044373744139317,2.5396851975887476,1.0,1.0,1.0,5.458502774854081,5972,16.0,373.0,True,0,0.0,8,8,0,0,97.0
CC des Aspres,epci,246600449,7.105546853404588,5.585091679719893,7.218603151202433,6.0,8.0,3.69911545194877,4.581359992628766,4.524923984151847,3.1304247673454344,5.4460517829171655,5.7627844835529345,6.948309223256243,9.11973647839307,4.891366442458306,8.031972726435088,9.641113056297797,10.0,6.492260204551737,8.025384686261862,8.320095826038884,6.773610983138303,6.33115267667926,5.75969777941583,6.583110660646826,4.7391043950981295,2.7868331336957524,6.717773887404404,9.358886943702203,6.484796830369484,21708,93.0,233.0,False,0,0.0,8,1,7,0,99.0
CC Agly Fenouillèdes,epci,246600423,7.032288254562471,8.662455155201997,6.551396038059585,8.0,10.0,3.7379503977538606,2.268444860396194,4.254718452659492,5.7473093121197945,8.006083294337857,9.163936983309936,6.943066604273905,10.0,9.70004679457183,9.096240836063016,10.0,10.0,7.391358602402121,8.235844642021526,8.716268912806115,9.150522539385431,4.792232101076275,9.226173763843395,7.3489315239432225,7.73810637965996,4.752612696927156,10.0,10.0,7.732713862334828,6411,17.0,377.0,True,0,0.0,1,1,0,0,189.0
CC Roussillon-Conflent,epci,246600415,6.999184649671142,6.5509593955536225,8.43093982714573,7.0,10.0,3.7415339457520247,3.0179920639234656,2.6784258302984183,2.376365711800837,5.807794749143882,6.24770342990705,8.053595694950264,9.704517040821873,6.770832200902321,8.386476055878676,9.553079306408653,10.0,7.004783388595967,8.900092406370604,8.924009349350438,7.422514540414198,5.4490406044463775,6.248246996792956,8.017122356906018,6.739305321519813,5.220742512366146,10.0,10.0,7.1159020492471585,18397,78.0,235.0,False,0,0.0,3,1,2,0,93.0
CC Pyrénées Cerdagne,epci,246600399,8.342870381095794,8.60002316691764,6.570601181512799,10.0,10.0,5.717711108537009,7.287848951696977,5.407621915904089,9.870496930383412,7.8432758021545235,6.963627939302675,6.769489169466002,4.0,7.8091045986331515,4.9794972778871776,4.0,5.0,8.940229352484652,9.844549982624812,9.73659214641492,5.16541179196108,6.938028495308699,5.693733348777945,5.899687246611839,3.39221591567242,1.1406231900845591,4.0,8.0,6.711187139051149,8633,19.0,454.0,True,0,0.0,1,1,0,0,98.0
CC du Vallespir,epci,246600373,5.729245052528707,7.507696066454923,7.543464451502565,6.0,9.0,3.8004886391399952,5.736379183972637,4.51106767652089,5.004300024431957,7.066357195211336,8.071927681407281,6.84505252870755,9.354263376496457,6.020669435621794,8.581627168336183,9.560615685316394,10.0,7.233911556315661,9.042707060835573,9.202540923527975,8.195357928170047,7.099193745419008,9.024529684827755,9.670510627901296,5.747275836794527,2.6133398485218664,7.617884192523821,10.0,7.3493001989459374,20467,110.0,186.0,False,0,0.0,3,1,2,0,182.0
CC Sud-Roussillon,epci,246600282,6.065074449582149,5.0,6.520298646756883,5.0,9.0,3.4905612353115854,5.0,3.200313918466042,1.586263946039961,6.437067831841514,6.11033809867221,7.106392907139524,9.212658550036059,3.762143129851949,9.035421880965512,10.0,9.6887116616468,6.811267127646036,8.080134051669283,9.299113392440503,6.581640011877996,4.726084927671488,8.044075849488822,7.7534891613286385,6.012132524498367,2.850337250243923,6.773469647478047,9.304288804988758,6.516117107344359,23575,575.0,41.0,False,0,0.0,1,0,0,0,171.0
CC Aure-Louron,epci,246500573,8.469830704673708,9.24149905947041,5.747503979163652,10.0,7.0,7.90840688757054,4.7176964259875565,8.689046447692085,8.734191868036463,7.323542179134713,9.77340471711764,6.219215743018377,1.0,8.406742873679642,2.548835190276371,2.0,1.0,5.197800607726812,3.2069165099117347,6.044421936043988,4.3115323397482275,6.147880190999856,7.287657357835335,5.211836203154392,4.35248155115034,2.0403704239618,1.0,1.0,5.520743328441202,6911,9.0,767.0,True,0,0.0,2,2,1,0,156.0
CC de la Haute-Bigorre,epci,246500482,5.956236850015029,7.579501051998798,6.659032161106102,5.0,7.019717463180042,5.344514577697625,4.6267508265704835,3.3368800721370606,4.036910129245567,6.928464081755335,8.169702434625789,6.334956417192666,8.0,5.777336940186354,5.522272317403066,7.69443943492636,7.2809738503156,6.189359783588818,5.831800420799519,8.683618875864141,6.319747520288548,8.24785091674181,8.728343853321311,8.49648331830478,5.597835888187556,3.0404568680492936,2.0,5.2809738503156,6.203005710850617,16635,42.0,396.0,True,0,0.0,5,4,1,0,184.0
CC Pays de Nay,epci,246401756,7.5741850097520205,6.863541376427975,5.05506408470326,2.0,5.0,5.627995263304542,4.097485371969908,5.389175257731959,3.7083797715241014,3.8464753413207022,2.7195945945945947,5.0940373363053775,5.088917525773196,4.7252716634159935,4.04851629980496,3.3001184173864586,3.2543187517414323,5.201971301198105,4.9428113680691,8.109640568403455,4.298028698801895,5.899589022011702,5.99690025076623,7.122840624129284,4.407181666202285,2.9076692672053497,3.1876219002507664,3.127159375870716,4.7355175038809065,28712,87.0,330.0,False,0,0.0,1,1,0,0,96.0
CC de la Vallée d'Ossau,epci,246400337,7.708983769254626,9.130879768427581,4.805024294427788,9.0,5.0,8.186291739894552,6.6077742168923805,6.355112167890003,6.542127571591027,6.376925462627933,5.811227127054688,6.236741445260002,6.0,8.512560736069473,4.672076915124573,4.2301250904579755,4.0,4.762845032564871,5.09903856094283,6.935697301767807,4.97136358937248,6.159102656879975,8.543161377028843,7.965057376201798,6.46759019952445,4.746924428822496,2.0,2.0,6.02952252957422,9673,15.0,644.0,True,0,0.0,2,1,1,0,153.0
CC Entre Dore et Allier,epci,246301097,5.7639354568315175,6.656328583403186,4.859230930427493,10.0,6.0,3.0461022632020116,2.2212384744341995,8.052336546521374,5.181108549874266,4.297883487007544,5.65276613579212,5.371437552388936,6.32606873428332,5.687604777870914,4.8045892707460185,6.671416596814753,5.32606873428332,3.3251257334450965,2.873742665549036,6.210603520536463,4.1653394803017605,3.3811818943839063,5.832460184409053,6.566010058675608,6.1491512992456,5.631181894383906,7.652137468566639,6.0,5.489466081906359,19088,83.0,229.0,False,0,0.0,2,0,1,0,87.0
CC du Massif du Sancy,epci,246300966,6.80151405164368,9.247329669190085,5.622938919423416,10.0,3.0,6.3678315876801825,5.329876594420823,5.5239033495800065,6.681945452659961,8.40557917660479,9.221715233848387,5.758373950015556,4.1843824535932805,9.096857824328529,3.6132946178575134,1.81561754640672,2.0,4.3547651145908945,4.799440008296173,6.87804625116665,4.491444571191538,5.002799958519133,7.799336306128798,7.109302084413565,7.695323032251374,5.690967541221611,4.0,1.0,5.767592331965452,9643,15.0,642.0,True,0,0.0,7,2,5,0,154.0
Clermont Auvergne Métropole,epci,246300701,4.659633361330536,5.163249761116987,5.670423052465851,4.995586190011459,9.707474572985987,3.793088204789902,1.0278192446196064,2.1373007749671005,1.0753340111603424,7.915811165103017,7.972337176997861,6.979277536155497,2.903953726404989,2.808237298394638,6.32065411439861,5.924696593069162,4.491374707984644,7.669273693624459,8.478218289767646,9.513600179544813,5.434814691390351,5.117210798532358,5.139602893119829,7.3906289849257165,3.163912852756251,2.366305423409515,1.7648234986075075,3.746525569833751,5.118970298838157,294126,973.0,302.0,False,5,1.0,29,7,14,0,90.0
CC du Pays de Lumbres,epci,246201016,1.842970075741898,6.11667563428666,6.116965357394148,4.0,3.0,4.293158395761765,9.0,4.4940606762965105,3.1740408095691404,2.7060138239311287,3.220148172674972,4.730474732006126,4.149290178386656,5.924630603037953,5.18413972931584,1.8507098216133437,4.447870535159969,1.7318405695128514,1.1868300153139357,3.5517569637018336,4.158064649641985,3.45503083481644,3.4824303629816646,5.464260585240677,6.142212656760895,8.730847233144324,2.746450891933281,3.4478705351599683,4.226740851549427,24161,88.0,274.0,False,0,0.0,16,1,0,0,64.0
CC de la Région d'Audruicq,epci,246200844,2.246832693839137,5.0,5.040396727720264,4.0,2.0,4.354050532107435,9.439549699558388,5.767899804531963,3.231774415405777,2.246579309346268,1.7148700499529428,4.64500832549048,5.8751176428002605,5.179830594367624,6.177622529501194,8.196952146528632,4.393904293057265,1.7833562585969738,1.24230797075219,3.6970245420980237,3.1792152320277998,1.9935205965394918,2.6904365452834287,4.8276985448490555,5.157822341272714,7.848982842250054,1.5135741692608413,3.3939042930572647,4.172794003578409,27627,124.0,222.0,False,0,0.0,20,1,12,0,60.0
CA du Boulonnais,epci,246200729,1.4430793777423214,5.23901963391393,7.591286619687098,6.360368745290963,10.0,3.075778930106812,8.226556752204937,2.3259495634445773,1.2897221114213535,6.170456056375482,7.094827815450073,7.230332845809511,9.255427026547888,4.099738509949918,8.341701014935957,7.960173735762089,9.40057616451713,3.435996986216372,2.687027434295085,6.663856756636972,7.343730886850153,6.020635553782742,5.243841687718832,7.095510348801135,6.55568851659797,6.711385897265434,8.638452333466294,8.984035810840757,6.231612754129707,112833,547.0,206.0,False,8,12.0,35,4,1,0,91.0
CC de la Terre des Deux Caps,epci,246200380,2.865447007930786,5.627928983417448,6.143520187454938,5.0,3.0,3.9466925018024512,9.0,5.438040735400144,3.238148882480173,2.8964491708723865,2.671232876712329,6.032714491708724,8.64352018745494,6.3857245854361935,7.023612112472963,4.620133381398702,9.22819033886085,2.5392483777937995,2.416997116077866,4.8262436914203315,4.301910598413843,4.169520547945205,4.1363103821196825,6.252658615717376,5.698494953136265,8.027983056957462,3.7402667627974044,7.092330569574622,5.177261432691317,22192,120.0,184.0,False,1,5.0,14,1,7,0,75.0
CA de Lens - Liévin,epci,246200364,3.126299847308028,5.0,8.646607051969065,7.369299396266702,10.0,3.246405117870754,7.021612741710564,2.028345257652185,1.0402916458042812,5.630344736264964,7.606269888232787,7.514029868039377,9.375721562671986,4.682591046208977,8.571605914020765,6.750090001365538,9.681295854143993,4.610548573840431,6.1562878885058945,7.258363920004303,8.442955686224204,6.845499724823411,4.051650438834244,6.6518540281300815,7.578437741814014,8.996519947199198,8.236416000794495,9.714412218668146,6.636919860656014,241695,1007.0,240.0,False,32,17.0,81,2,11,0,68.0
CA d'Hénin-Carvin,epci,246200299,3.425991809370207,5.0,8.606707461695365,7.0,9.587400977183245,3.2530082380658727,7.281232705595876,2.340749173821609,1.006475024903942,4.951109213667916,6.531774267507866,7.121381022405641,8.74020840251095,4.4826621128029975,8.671260060401941,7.232839998102556,9.942839523741759,5.133516752842212,7.643003968818683,7.378500387394652,8.275295289597267,6.788553673924387,3.659037363818921,6.315924292016508,7.128330408108408,9.049823695903104,6.97277959616084,9.685546226459845,6.543069701672236,126505,1129.0,112.0,False,14,11.0,29,1,5,0,65.0
CU d'Alençon,epci,246100663,5.027435970811275,5.358348833881815,6.885874230934325,4.843468307340106,10.0,4.064333237945343,5.447292173415367,2.9398876806410073,1.7041422234940622,6.613553441121763,6.80818071254829,5.818733009014165,6.002003147803691,4.635123050507941,5.135266132493919,4.466733438260123,8.794695235369867,5.4259729575046505,4.806499499213049,8.151577478895407,5.982633423951924,6.180748318786665,6.497871655458578,7.765739018457576,6.35616683359565,5.216590356274145,8.741915867792246,8.930408499069967,6.0214712405208175,55919,120.0,465.0,False,2,7.0,10,4,4,0,107.0
CC du Val d'Orne,epci,246100390,8.426887207460847,7.125109977124758,5.078303712827732,9.0,6.0,9.03114552173148,4.842512757346472,4.294914657751188,3.6091852894597922,5.3105754003167345,3.7598099595284182,4.659334858349463,1.0,7.340841105050149,4.8594052437093085,2.0,3.0,5.612352630652825,8.0,6.149392926271336,5.1142002463487595,3.379904979764209,6.4675347527714235,7.50519092028858,6.65423191976069,5.620095020235791,1.0,3.0,5.2800331816696415,5683,22.0,258.0,True,0,0.0,1,1,0,0,102.0
CC des Pays d'Oise et d'Halatte,epci,246000921,3.0134361490828367,5.645811426568525,5.2151536394438605,8.635120925341745,1.0,4.2117361841336605,1.7045507652763174,4.655391985044982,2.2473711882229233,4.105736651477977,4.253767963547143,5.919587568641196,7.356671340109826,4.216672508470616,5.838152821591307,5.324366164271527,7.4950344666432995,6.229845776375745,7.0991354130155395,8.64286131557425,4.566917864236476,3.970469681037504,3.531516532305176,5.696167776609417,4.783181446430658,4.151653230517584,4.872385792732796,7.136260077111812,5.054248451921953,34238,244.0,140.0,False,1,4.0,10,1,0,0,72.0
CC du Pays de Bray,epci,246000913,1.781396873975298,6.769264400480927,5.478085036616023,9.0,5.0,5.4602688818450105,5.988086129631654,4.831183735927424,4.449939884140343,3.263034211389223,2.773035304404853,5.205377636900208,5.2997048857798665,6.207727620504973,7.244835501147667,9.0,9.0,4.10017488250082,4.957372390425183,6.816482675702263,3.856432396983277,4.6135643239698325,3.5474915291288664,5.598371406711116,7.2734725106569025,7.637064160017489,9.149852442889934,8.0,5.796507815061756,18298,74.0,247.0,False,0,0.0,14,2,2,0,71.0
CC de la Plaine d'Estrées,epci,246000897,1.7591005232105088,5.275242124012022,5.901090949571413,8.910052321050873,6.550261605254369,4.871034175665145,1.5665701881331404,5.929255259935434,3.7219191806746075,2.697595458087499,2.3772681732160748,5.136313035734164,4.626015807636647,5.194589780696872,4.475064009796282,3.626015807636647,6.0,4.70538795502616,6.182789713904041,6.828119781810086,2.3342981186685963,2.5867193587888235,3.041021930312813,5.233719247467438,5.552543693643549,6.886340866080374,5.0,5.0,4.713154609500484,17966,107.0,167.0,False,0,0.0,8,1,0,0,65.0
CC du Pays de Valois,epci,246000871,2.4646520903325486,5.861105621530335,4.894306606061695,1.0,1.0,4.30771994753957,1.7670361653581503,4.813280393812544,4.029823395195918,3.585454806776738,3.558182569483121,5.264763478917016,5.972512171897738,4.59097033829791,4.766533120137978,4.7766658881443025,3.926375738847667,6.249528395106089,7.708646988016744,8.39449524801926,3.1851026751226175,3.5111119095955874,3.00540773611685,5.077163543594258,4.940496936813927,5.101920554787014,3.2770521550097915,4.1158261619446295,4.326647665587856,55664,89.0,625.0,False,1,3.0,25,3,10,0,62.0
CC du Pays des Sources,epci,246000855,1.8432189949703204,5.9443110245140245,6.56214599664688,9.0,7.0,6.311205763740994,2.6952286012053106,6.229326204177806,4.068784267524582,3.175404413430604,1.5227241832434637,4.744437899315782,3.306674520821061,5.990801576872536,5.337305722959808,6.0,5.0,3.883184557524129,5.057184285649553,6.14590602202184,3.71892700167656,4.871176763786306,3.5402600933436044,5.654402102496715,5.995468757080067,5.82024559336626,4.0,4.0,4.90779729808458,22069,62.0,355.0,False,0,0.0,8,2,0,0,72.0
CC de la Picardie Verte,epci,246000848,1.5413786775949598,5.673191020857545,6.399993883417946,3.0,4.0,6.079576732521867,6.505015597284237,7.630527861031256,7.5843782494342165,4.3039329622606886,5.155544681631904,5.888066548412747,8.17615756315371,6.95871307113585,6.736956388769955,6.393907884274268,9.088078781576854,3.016912349379167,2.986727016942932,4.878738760780476,6.018257997431036,6.134534222276592,4.7043244235121415,5.835739188941219,8.191877179032357,9.705945317756438,10.0,7.2642363447305645,6.066168310862175,32698,51.0,641.0,True,0,0.0,17,2,0,0,78.0
CC des Deux Vallées,epci,246000772,1.278882720636447,6.376535384884382,5.850504873890808,9.0,7.0,4.323993530620274,1.0591860820911834,5.7081785199108275,2.994361148752022,4.509682213576955,3.8069239847882153,6.128425929973336,9.837216418236657,5.103859771823228,6.94540368055252,3.1980591860820913,9.24614241377803,5.476592210517113,6.586440529789745,8.07841937316956,4.809284434147834,4.969838702627093,4.7806093456309835,6.479258644052979,7.389736416488176,8.152948376098264,8.149145429907767,9.475543121912839,5.95411330156926,22877,200.0,114.0,False,0,0.0,6,0,0,0,87.0
CC de l'Aire Cantilienne,epci,246000764,3.9508864025624484,5.460239784683142,2.5680761616655916,1.0,1.0,3.8489890339657897,1.740907978735236,5.465133349645217,3.043730675979269,5.840247347465356,4.494917365482572,5.442912116021977,2.443067820361679,3.489934826612096,4.182774651333497,4.379229041083702,3.324910470004671,7.428409368952555,7.9695931668038344,9.779989768000533,2.3896389883666616,2.0960250906421694,5.681117512289521,7.341926729986431,1.9971750784082567,1.0832350913094735,1.0,2.682207442667438,3.968759830822468,44962,299.0,150.0,False,0,0.0,7,1,0,0,101.0
CC du Pays Noyonnais,epci,246000756,1.6838124980864027,5.792535439821194,7.370043783105232,6.0,9.405131502403478,7.0246777502219775,2.7143994366369677,3.8726003490401397,1.700192890603472,4.914423930681853,5.962983374667034,6.5051896757600804,10.0,6.032117816355899,8.106732800587857,9.405131502403478,10.0,6.533847708275926,8.779033097578152,8.178132941428615,6.525274792566058,7.532684241143872,4.682465325617709,6.063439576253024,8.389271608340222,9.304797771041915,10.0,10.0,6.8742471361650175,32664,121.0,269.0,False,2,4.0,9,1,0,0,78.0
CC des Lisières de l'Oise,epci,246000749,2.0900141512336186,7.425952131914108,5.821940564818803,9.0,7.0,4.429889866486187,2.5648188026825816,9.31015812465391,7.400726019811727,3.994708669168769,3.3926044422568142,4.991201624315511,3.540454070017843,6.120654648372608,5.606903340921676,7.263766689226604,5.0,5.9027871777518,7.6597551221312985,7.6350827539531165,4.7566603088660555,5.631821817510613,4.630222112840706,5.25429151541254,5.4213991263151415,4.602227281117332,6.270227035008921,4.0,5.5970809784567255,16253,76.0,213.0,False,0,0.0,12,1,5,0,88.0
CC du Vexin-Thelle,epci,246000707,1.59949931278225,5.978401727861771,5.188199489495386,9.0,5.0,6.398389946986059,4.4630865894364815,7.031170233654035,5.9475260161005306,3.1600235617514234,2.7547123502847044,4.829962693893579,6.648929903789515,5.600382878460632,5.187806793638327,2.3917632043981936,7.3244649518947575,5.012468093461614,5.813518554879246,7.302032201060279,3.3925976830944435,5.232770469271549,4.086982132338504,5.0193893579422735,5.1501079913606915,4.480021598272138,5.811162379736894,6.3244649518947575,5.218922680990715,20372,64.0,318.0,False,0,0.0,15,7,6,0,71.0
CC des Sablons,epci,246000582,1.9061729036279118,6.020931259251564,5.713195003505856,9.0,1.0,4.127820915677669,2.233515984106786,4.7763263822162205,1.8633235515620536,2.753655179577739,2.356220946840834,5.661334302854026,9.178798659983899,4.415067390344612,6.314877814423352,6.962630171137715,7.425636897187524,6.481315085568857,7.696990157633677,8.782533045939699,3.7130911262887265,2.7800140234243123,2.4330900875165553,3.985171527254785,5.635884384657335,7.1262627574207285,6.394317916223025,6.63393668683616,5.120432648609344,38511,169.0,227.0,False,1,7.0,9,1,0,0,52.0
CC du Plateau Picard,epci,246000566,1.521854480334284,5.316143795184718,6.174736353385952,8.0,1.0,4.645818133580951,4.113185647012005,5.772965444053857,3.0101810705047423,3.767891490349539,4.402168866485375,6.503780592956159,7.600218876434304,6.613185647012005,6.096073489420973,4.423592226570273,9.289115871857797,3.4809643828347814,3.47681899582145,5.868773628705976,5.162996617364197,6.518604496915832,3.083902633149831,5.496683690389335,7.369536379916429,9.022351926775883,9.289115871857797,7.86734761557339,5.531714579444566,30154,68.0,443.0,False,0,0.0,12,1,1,0,67.0
CC du Clermontois,epci,246000376,2.0630368670970496,5.60718668302833,5.472069572640453,8.0,3.8147841860961424,4.075654911166835,1.900229418983087,4.280317985381209,1.592541215387078,5.088833164381369,5.5610894734034035,6.233553860107773,7.514058581870565,4.482660193138772,5.06076935389212,2.7669263191591527,6.704716427466254,5.279384303473297,5.773648828896121,7.894894093795017,4.3598943605612765,4.690631168969749,3.7206423731526437,5.684042042362482,4.865203009123406,4.787147201621939,4.6360241156698505,6.3451955396681425,4.93768340180334,37489,238.0,157.0,False,1,3.0,21,2,2,0,73.0
CC du Liancourtois,epci,246000129,2.3989301208879152,5.547112590034118,4.82165873383598,8.0,3.0,3.535781980539994,2.055979107872457,2.903331788888421,1.055979107872457,4.217261277957963,4.4113558822290555,6.441472558021987,6.897898150878228,3.456551956530896,6.3555452592561394,7.156606714123247,5.641716861126322,6.884166631565646,8.582410176487933,8.699844151467925,4.886062086685481,4.400235878859357,3.358198896423908,4.670401415273156,6.0761130533675916,6.721789309633124,6.270502506212881,8.332757676593236,5.242130852593767,23743,494.0,48.0,False,1,6.0,11,1,1,0,67.0
CA Valenciennes Métropole,epci,245901160,4.432162237878332,5.037628272305633,8.401335380848128,7.0,10.0,3.552102680100024,6.626778173215601,2.729769550826442,1.3344055116884734,6.112869253037551,7.585020284922751,7.872329497701734,7.61756954460089,4.9256669122300965,8.524725816325471,8.512093134254023,8.96145864677257,6.668536061508451,7.504695103603557,9.012062006495325,8.760715730931654,7.8590898243356815,3.9269379623769156,5.93044502319018,5.8138093113502185,6.1372993556553945,6.3465660894196745,8.730469925397138,6.639876474677566,192784,730.0,264.0,False,20,15.0,67,6,6,0,69.0
CC Cœur d'Ostrevent,epci,245901152,1.514487960708707,5.0,8.222350441182678,7.0,10.0,3.313373393940247,6.7581024219310715,2.4575775060161273,1.2120913607002632,4.198314077034577,4.792637104378052,7.170168451568415,9.443152872964719,5.86041177050057,8.553047467597349,8.776157840667615,9.74179203197343,4.092176923401681,5.575057346711887,6.3516655173869605,8.076457591578828,7.187112118099044,3.808581601204633,6.365203563236184,7.363697772273745,8.85300947100297,8.32786839105532,9.545279274968689,6.412849081145849,71065,514.0,138.0,False,12,17.0,28,2,3,0,69.0
CC du Pays Solesmois,epci,245901038,1.566392003241929,5.032149128731596,7.759151695258679,6.0,10.0,4.769350263406727,4.676887748210185,3.0478184519789275,2.079292178846414,4.624003782250439,5.017357827907605,6.1475077671214375,9.289747399702824,7.628056193435094,7.962582736728353,10.0,10.0,2.17722544914224,1.6589895988112928,4.808456031338647,5.974604889909497,4.9286775631500745,5.160070241793868,6.671957314602189,6.334661623666081,7.820883425638255,6.158989598811293,9.289747399702824,5.949448582620946,14806,125.0,118.0,False,0,0.0,10,1,2,0,82.0
CC Flandre Lys,epci,245900758,1.9870634880292788,5.0,4.040741117267321,1.0,2.0,4.5196970467137705,8.0,5.610506785950287,3.06791033396025,3.2218522848574187,2.7877293752859247,5.016189701621512,6.339272098815636,4.79578610278046,5.2346617191074065,2.775606160727901,5.058938646876429,2.6182076958267677,1.412875514664769,6.117089411884309,3.509505413510903,3.682559853606466,4.3115945712397705,5.748970670462055,5.31413612565445,6.43455497382199,4.054922990901235,4.3784628678900015,4.215672676837725,39348,309.0,127.0,False,0,0.0,29,2,15,0,72.0
CU de Dunkerque,epci,245900428,2.7554191894955022,5.0,6.840216869684191,5.348783426418485,9.78638744524653,3.1378051644390896,9.963395582964907,3.672525755827607,1.2671662973891913,5.810203289802836,6.943235074893556,6.749798343867101,7.940764149113224,3.5340262816651182,8.029431584966153,8.530222893842085,9.145789726258181,5.241737203769693,5.355537630565965,8.226620651630096,7.877112284176886,6.760034307068685,4.862950407906962,6.942566291262929,6.518731046876117,6.834315237035297,5.252790001939983,9.36099000398207,6.346019862217444,195914,648.0,302.0,False,6,7.0,71,4,18,0,84.0
CC du Nivernais Bourbonnais,epci,245804497,6.641898105572926,7.132977745080007,3.697995217951076,9.0,7.0,6.011587272392863,4.435902151922016,4.04193489056465,4.091410704432591,7.655324627551959,10.0,6.031819017840721,4.0,9.23137759794004,5.474710318190178,2.294463858745632,9.0,4.735331984550304,4.775979400404635,7.175648335479124,7.826742688982895,8.490711789589847,7.411256207467353,7.561890748574582,8.63987493102814,7.965606032738642,7.0,9.0,6.654444415250006,5437,18.0,302.0,True,0,0.0,2,1,0,0,124.0
CA de Nevers,epci,245804406,5.941488956877787,5.331019681263984,6.1300059363441255,5.012831636147769,9.506415818073885,5.637989558122897,7.013912355206478,2.691705861759289,1.3302586115043304,7.674475242400718,7.814542520967472,6.608094737963682,6.612539385360062,4.840936420232278,6.338630378860526,4.213723609906084,7.762013486156141,6.231182550192551,6.804922599205443,8.880009741692923,7.7692588702680485,7.923527710549949,7.302190358768285,8.638278764631567,6.255430232735132,4.543556022345008,6.8639968339498,8.447950439137252,6.432888868593698,65707,266.0,247.0,False,4,2.0,31,5,9,0,124.0
CC Loire et Allier,epci,245801063,6.92401892568884,6.90537155580295,3.1850821040912884,9.0,7.0,4.408293904814918,6.4107987753966045,4.838296688004453,1.7884775953242416,4.173949345950459,3.161424993042026,3.4394656276092404,1.0,5.977177845811299,1.9730030615084888,1.3039242972446423,1.0,3.983022543835235,3.739771778458113,6.698858892290565,4.423601447258559,3.1694962426941276,6.374338992485388,7.121068744781519,4.711661564152519,2.8956303924297244,1.0,2.0,4.235954832809829,7186,39.0,184.0,True,0,0.0,2,1,0,0,112.0
