annee,lieu,valeur,territoryid
2024,CC de l'Ouest Vosgien,308.0,200068559
2024,CC de l'Oust à Brocéliande,7872.0,200066785
2024,CC de l'Outre-Forêt,529.0,200040178
2024,CC de Marana-Golo,480.0,200036499
2024,CC de Marcigny,149.0,247100639
2024,CC de Millau Grands Causses,4657.0,241200567
2024,CC de Mimizan,366.0,244000543
2024,CC de Mirecourt Dompaire,804.0,200068369
2024,CC de Miribel et du Plateau,3862.0,240100800
2024,CC de Montaigne Montravel et Gurson,41.0,200034197
2024,CC de Montesquieu,2325.0,243301264
2024,CC de Noblat,58.0,248719361
2024,CC de Nozay,7058.0,244400537
2024,CC de Parthenay-Gâtine,1354.0,200041333
2024,CC de Petite Camargue,7459.0,243000593
2024,CC de Pont-Audemer / Val de Risle,2365.0,200065787
2024,CC de Portes Sud Périgord,20.0,200040889
2024,CC de Pouilly-en-Auxois / Bligny-sur-Ouche,574.0,200071207
2024,CC de Puisaye-Forterre,624.0,200067130
2024,CC d'Erdre et Gesvres,18962.0,244400503
2024,CC des 1000 étangs,71.0,247000854
2024,CC des 2 Vallées,9819.0,249100157
2024,CC des 4B Sud Charente,787.0,200029734
2024,CC des 7 Vallées,1006.0,200044030
2024,CC de Saint-Flour,139.0,200066660
2024,CC de Saint-Méen Montauban,1371.0,200038990
2024,"CC des Albères, de la Côte Vermeille et de l'Illibéris",4365.0,200043602
2024,CC des Aspres,1042.0,246600449
2024,CC de Saulieu-Morvan,39.0,242101442
2024,CC des Ballons des Hautes-Vosges,76.0,200033868
2024,CC des Baronnies en Drôme Provençale,344.0,200068229
2024,CC des Bastides Dordogne-Périgord,10.0,200034833
2024,CC des Bastides en Haut Agenais Périgord,87.0,200036523
2024,CC des Campagnes de l'Artois,1153.0,200069482
2024,CC des Causses à l'Aubrac,241.0,200068484
2024,CC des Cévennes au Mont Lozère,11.0,200069136
2024,CC des Cévennes Gangeoises et Suménoises,2952.0,243400736
2024,CC des Coëvrons,7324.0,200033298
2024,CC des Collines du Perche,275.0,244100293
2024,CC des Collines du Perche Normand,77.0,200071504
2024,CC des Combes,64.0,247000367
2024,CC des Coteaux Arrats Gimone,539.0,200042372
2024,CC des Coteaux Bellevue,1609.0,243100815
