code_insee,nom,pop_tot_commune,pop_mun_commune,siren,epci_nom,epci_type,epci_modeFinancement,total_pop_tot,total_pop_mun,superficie_hectare,superficie_km2,dept_com,bassin_vie,dept_epci
01304,Pont-d'Ain,2912,2862,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,15156,14873,1122.0,11.0,01,01304,01
01199,Jujurieux,2246,2209,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,15156,14873,1548.0,15.0,01,01004,01
01363,Saint-Jean-le-Vieux,1873,1799,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,15156,14873,1517.0,15.0,01,01004,01
01314,Priay,1826,1803,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,15156,14873,1571.0,16.0,01,01004,01
01273,Neuville-sur-Ain,1823,1798,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,15156,14873,1991.0,20.0,01,01004,01
01303,Poncin,1792,1766,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,15156,14873,1980.0,20.0,01,01004,01
01068,Cerdon,771,755,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,15156,14873,1211.0,12.0,01,01004,01
01430,Varambon,675,664,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,15156,14873,797.0,8.0,01,01304,01
01056,Boyeux-Saint-Jérôme,370,362,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,15156,14873,1668.0,17.0,01,01004,01
01200,Labalme,213,207,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,15156,14873,884.0,9.0,01,01004,01
01331,Saint-Alban,196,195,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,15156,14873,817.0,8.0,01,01004,01
01077,Challes-la-Montagne,187,185,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,15156,14873,779.0,8.0,01,01004,01
01404,Serrières-sur-Ain,137,135,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,15156,14873,837.0,8.0,01,01004,01
01242,Mérignat,135,133,200029999,CC Rives de l'Ain - Pays du Cerdon,CC,FPU,15156,14873,312.0,3.0,01,01004,01
01034,Belley,9584,9270,200040350,CC Bugey Sud,CC,FPU,34938,34086,2258.0,23.0,01,01034,01
01138,Culoz-Béon,3485,3416,200040350,CC Bugey Sud,CC,FPU,34938,34086,1911.0,19.0,01,01138,01
01036,Valromey-sur-Séran,1375,1350,200040350,CC Bugey Sud,CC,FPU,34938,34086,1968.0,20.0,01,01034,01
01338,Groslée-Saint-Benoit,1258,1232,200040350,CC Bugey Sud,CC,FPU,34938,34086,2134.0,21.0,01,38022,01
01098,Chazey-Bons,1186,1165,200040350,CC Bugey Sud,CC,FPU,34938,34086,1071.0,11.0,01,01034,01
01022,Artemare,1156,1141,200040350,CC Bugey Sud,CC,FPU,34938,34086,334.0,3.0,01,01034,01
01061,Brens,1151,1117,200040350,CC Bugey Sud,CC,FPU,34938,34086,684.0,7.0,01,01034,01
01454,Virignin,1143,1122,200040350,CC Bugey Sud,CC,FPU,34938,34086,783.0,8.0,01,01034,01
01452,Virieu-le-Grand,1134,1110,200040350,CC Bugey Sud,CC,FPU,34938,34086,1264.0,13.0,01,01034,01
01073,Ceyzérieu,1051,1028,200040350,CC Bugey Sud,CC,FPU,34938,34086,1972.0,20.0,01,01138,01
01286,Parves et Nattages,980,943,200040350,CC Bugey Sud,CC,FPU,34938,34086,551.0,6.0,01,73330,01
01294,Peyrieu,937,918,200040350,CC Bugey Sud,CC,FPU,34938,34086,1406.0,14.0,01,01034,01
01079,Champagne-en-Valromey,857,826,200040350,CC Bugey Sud,CC,FPU,34938,34086,1819.0,18.0,01,01034,01
01058,Brégnier-Cordon,831,812,200040350,CC Bugey Sud,CC,FPU,34938,34086,1113.0,11.0,01,73236,01
01187,Haut Valromey,802,777,200040350,CC Bugey Sud,CC,FPU,34938,34086,2862.0,29.0,01,01185,01
01453,Arvière-en-Valromey,731,715,200040350,CC Bugey Sud,CC,FPU,34938,34086,1643.0,16.0,01,01034,01
01015,Arboys en Bugey,699,688,200040350,CC Bugey Sud,CC,FPU,34938,34086,1301.0,13.0,01,01034,01
01227,Magnieu,663,651,200040350,CC Bugey Sud,CC,FPU,34938,34086,625.0,6.0,01,01034,01
01239,Massignieu-de-Rives,662,653,200040350,CC Bugey Sud,CC,FPU,34938,34086,910.0,9.0,01,01034,01
01415,Talissieu,520,514,200040350,CC Bugey Sud,CC,FPU,34938,34086,496.0,5.0,01,01034,01
01116,Contrevoz,503,489,200040350,CC Bugey Sud,CC,FPU,34938,34086,1427.0,14.0,01,01034,01
01372,Saint-Martin-de-Bavel,445,431,200040350,CC Bugey Sud,CC,FPU,34938,34086,858.0,9.0,01,01034,01
01141,Cuzieu,431,423,200040350,CC Bugey Sud,CC,FPU,34938,34086,483.0,5.0,01,01034,01
01358,Saint-Germain-les-Paroisses,431,423,200040350,CC Bugey Sud,CC,FPU,34938,34086,1638.0,16.0,01,01034,01
01133,Cressin-Rochefort,389,384,200040350,CC Bugey Sud,CC,FPU,34938,34086,773.0,8.0,01,01034,01
01009,Andert-et-Condon,343,335,200040350,CC Bugey Sud,CC,FPU,34938,34086,696.0,7.0,01,01034,01
01310,Prémeyzel,248,245,200040350,CC Bugey Sud,CC,FPU,34938,34086,762.0,8.0,01,01034,01
01268,Murs-et-Gélignieux,242,239,200040350,CC Bugey Sud,CC,FPU,34938,34086,606.0,6.0,01,73236,01
01193,Izieu,229,223,200040350,CC Bugey Sud,CC,FPU,34938,34086,774.0,8.0,01,73236,01
01302,Pollieu,171,167,200040350,CC Bugey Sud,CC,FPU,34938,34086,362.0,4.0,01,01034,01
01234,Marignieu,167,164,200040350,CC Bugey Sud,CC,FPU,34938,34086,354.0,4.0,01,01034,01
01110,Colomieu,166,164,200040350,CC Bugey Sud,CC,FPU,34938,34086,583.0,6.0,01,01034,01
01329,Rossillon,165,164,200040350,CC Bugey Sud,CC,FPU,34938,34086,807.0,8.0,01,01034,01
01117,Conzieu,149,148,200040350,CC Bugey Sud,CC,FPU,34938,34086,708.0,7.0,01,01034,01
01208,Lavours,139,138,200040350,CC Bugey Sud,CC,FPU,34938,34086,615.0,6.0,01,01034,01
01100,Cheignieu-la-Balme,134,130,200040350,CC Bugey Sud,CC,FPU,34938,34086,590.0,6.0,01,01034,01
01006,Ambléon,114,114,200040350,CC Bugey Sud,CC,FPU,34938,34086,602.0,6.0,01,01034,01
01066,La Burbanche,98,97,200040350,CC Bugey Sud,CC,FPU,34938,34086,1107.0,11.0,01,01034,01
01456,Vongnes,73,71,200040350,CC Bugey Sud,CC,FPU,34938,34086,208.0,2.0,01,01138,01
01162,Flaxieu,67,64,200040350,CC Bugey Sud,CC,FPU,34938,34086,294.0,3.0,01,01034,01
01019,Armix,29,25,200040350,CC Bugey Sud,CC,FPU,34938,34086,695.0,7.0,01,01034,01
01427,Trévoux,7095,6931,200042497,CC Dombes Saône Vallée,CC,FPU,41975,40893,564.0,6.0,01,69264,01
01322,Reyrieux,5334,5228,200042497,CC Dombes Saône Vallée,CC,FPU,41975,40893,1562.0,16.0,01,69264,01
01238,Massieux,2794,2733,200042497,CC Dombes Saône Vallée,CC,FPU,41975,40893,320.0,3.0,01,69143,01
01166,Frans,2585,2547,200042497,CC Dombes Saône Vallée,CC,FPU,41975,40893,809.0,8.0,01,69264,01
01157,Fareins,2583,2524,200042497,CC Dombes Saône Vallée,CC,FPU,41975,40893,830.0,8.0,01,69264,01
01250,Misérieux,2286,2010,200042497,CC Dombes Saône Vallée,CC,FPU,41975,40893,747.0,7.0,01,69264,01
01347,Saint-Didier-de-Formans,2244,2176,200042497,CC Dombes Saône Vallée,CC,FPU,41975,40893,663.0,7.0,01,69264,01
01105,Civrieux,2040,1986,200042497,CC Dombes Saône Vallée,CC,FPU,41975,40893,2019.0,20.0,01,69143,01
01005,Ambérieux-en-Dombes,1941,1917,200042497,CC Dombes Saône Vallée,CC,FPU,41975,40893,1605.0,16.0,01,01333,01
01353,Sainte-Euphémie,1780,1741,200042497,CC Dombes Saône Vallée,CC,FPU,41975,40893,462.0,5.0,01,69264,01
01446,Villeneuve,1628,1603,200042497,CC Dombes Saône Vallée,CC,FPU,41975,40893,2686.0,27.0,01,69264,01
01339,Saint-Bernard,1572,1544,200042497,CC Dombes Saône Vallée,CC,FPU,41975,40893,315.0,3.0,01,69264,01
01021,Ars-sur-Formans,1541,1513,200042497,CC Dombes Saône Vallée,CC,FPU,41975,40893,557.0,6.0,01,69264,01
01398,Savigneux,1480,1459,200042497,CC Dombes Saône Vallée,CC,FPU,41975,40893,1487.0,15.0,01,69264,01
01285,Parcieux,1348,1317,200042497,CC Dombes Saône Vallée,CC,FPU,41975,40893,315.0,3.0,01,69264,01
01423,Toussieux,1242,1228,200042497,CC Dombes Saône Vallée,CC,FPU,41975,40893,474.0,5.0,01,69264,01
01362,Saint-Jean-de-Thurigneux,862,850,200042497,CC Dombes Saône Vallée,CC,FPU,41975,40893,1621.0,16.0,01,01333,01
01030,Beauregard,841,826,200042497,CC Dombes Saône Vallée,CC,FPU,41975,40893,95.0,1.0,01,69264,01
01318,Rancé,779,760,200042497,CC Dombes Saône Vallée,CC,FPU,41975,40893,964.0,10.0,01,69264,01
01283,Oyonnax,22804,22378,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,3591.0,36.0,01,01283,01
01185,Plateau d'Hauteville,4948,4790,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,5067.0,51.0,01,01185,01
01031,Bellignat,3830,3581,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,779.0,8.0,01,01283,01
01265,Montréal-la-Cluse,3671,3584,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,1246.0,12.0,01,01265,01
01269,Nantua,3591,3431,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,1443.0,14.0,01,01265,01
01014,Arbent,3562,3482,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,2374.0,24.0,01,01283,01
01192,Izernore,2317,2262,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,2129.0,21.0,01,01265,01
01148,Dortan,2053,2013,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,1876.0,19.0,01,01283,01
01237,Martignat,1708,1667,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,1303.0,13.0,01,01283,01
01181,Groissiat,1265,1216,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,619.0,6.0,01,01283,01
01170,Béard-Géovreissiat,1085,1048,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,467.0,5.0,01,01265,01
01373,Saint-Martin-du-Frêne,1058,1027,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,1947.0,19.0,01,01265,01
01267,Nurieux-Volognat,1002,973,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,1946.0,19.0,01,01265,01
01171,Géovreisset,864,843,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,327.0,3.0,01,01283,01
01307,Port,864,843,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,432.0,4.0,01,01265,01
01152,Échallon,800,774,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,2806.0,28.0,01,01283,01
01204,Le Poizat-Lalleyriat,759,740,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,1520.0,15.0,01,01265,01
01441,Vieu-d'Izenave,744,727,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,2000.0,20.0,01,01265,01
01228,Maillat,707,693,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,1157.0,12.0,01,01265,01
01392,Samognat,674,645,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,1423.0,14.0,01,01283,01
01080,Champdor-Corcelles,670,655,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,1733.0,17.0,01,01185,01
01240,Matafelon-Granges,648,630,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,2175.0,22.0,01,01283,01
01274,Les Neyrolles,636,623,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,956.0,10.0,01,01265,01
01063,Brion,607,591,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,450.0,4.0,01,01265,01
01060,Brénod,558,547,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,2399.0,24.0,01,01185,01
01112,Condamine,483,477,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,455.0,5.0,01,01265,01
01011,Apremont,409,399,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,1507.0,15.0,01,01283,01
01012,Aranc,342,329,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,2172.0,22.0,01,01185,01
01035,Belleydoux,314,306,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,1789.0,18.0,01,01283,01
01410,Sonthonnax-la-Montagne,294,287,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,1424.0,14.0,01,01265,01
01087,Charix,288,280,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,1858.0,19.0,01,01265,01
01206,Lantenay,276,265,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,648.0,6.0,01,01265,01
01067,Ceignes,275,263,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,1020.0,10.0,01,01265,01
01282,Outriaz,266,258,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,588.0,6.0,01,01265,01
01214,Leyssard,168,163,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,934.0,9.0,01,01265,01
01191,Izenave,165,159,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,1307.0,13.0,01,01185,01
01101,Chevillard,157,149,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,665.0,7.0,01,01265,01
01293,Peyriat,154,150,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,607.0,6.0,01,01265,01
01155,Évosges,148,143,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,1195.0,12.0,01,01185,01
01121,Corlier,117,116,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,556.0,6.0,01,01185,01
01051,Bolozon,99,99,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,500.0,5.0,01,01072,01
01311,Prémillieu,48,47,200042935,CA Haut-Bugey Agglomération,CA,FPU,65428,63653,849.0,8.0,01,01185,01
01093,Châtillon-sur-Chalaronne,5357,5154,200069193,CC de la Dombes,CC,FPU,41461,40570,1797.0,18.0,01,01093,01
01443,Villars-les-Dombes,5153,5059,200069193,CC de la Dombes,CC,FPU,41461,40570,2467.0,25.0,01,01443,01
01333,Saint-André-de-Corcy,3414,3369,200069193,CC de la Dombes,CC,FPU,41461,40570,2100.0,21.0,01,01333,01
01074,Chalamont,2582,2544,200069193,CC de la Dombes,CC,FPU,41461,40570,3296.0,33.0,01,01004,01
01248,Mionnay,2365,2309,200069193,CC de la Dombes,CC,FPU,41461,40570,2009.0,20.0,01,01333,01
01389,Saint-Trivier-sur-Moignans,1946,1910,200069193,CC de la Dombes,CC,FPU,41461,40570,4233.0,42.0,01,01093,01
01092,Châtillon-la-Palud,1737,1675,200069193,CC de la Dombes,CC,FPU,41461,40570,1408.0,14.0,01,01004,01
01383,Saint-Paul-de-Varax,1658,1637,200069193,CC de la Dombes,CC,FPU,41461,40570,2585.0,26.0,01,01053,01
01272,Neuville-les-Dames,1559,1540,200069193,CC de la Dombes,CC,FPU,41461,40570,2619.0,26.0,01,01093,01
01371,Saint-Marcel,1320,1300,200069193,CC de la Dombes,CC,FPU,41461,40570,1168.0,12.0,01,01333,01
01235,Marlieux,1270,1186,200069193,CC de la Dombes,CC,FPU,41461,40570,1719.0,17.0,01,01443,01
01083,Chaneins,1060,1041,200069193,CC de la Dombes,CC,FPU,41461,40570,1269.0,13.0,01,69019,01
01381,Saint-Nizier-le-Désert,935,922,200069193,CC de la Dombes,CC,FPU,41461,40570,2497.0,25.0,01,01053,01
01001,L'Abergement-Clémenciat,875,859,200069193,CC de la Dombes,CC,FPU,41461,40570,1565.0,16.0,01,01093,01
01113,Condeissiat,827,815,200069193,CC de la Dombes,CC,FPU,41461,40570,2170.0,22.0,01,01093,01
01449,Villette-sur-Ain,778,763,200069193,CC de la Dombes,CC,FPU,41461,40570,1981.0,20.0,01,01004,01
01261,Monthieux,683,673,200069193,CC de la Dombes,CC,FPU,41461,40570,1078.0,11.0,01,01333,01
01028,Baneins,635,618,200069193,CC de la Dombes,CC,FPU,41461,40570,904.0,9.0,01,01093,01
01328,Romans,632,628,200069193,CC de la Dombes,CC,FPU,41461,40570,2210.0,22.0,01,01093,01
01412,Sulignat,619,605,200069193,CC de la Dombes,CC,FPU,41461,40570,1077.0,11.0,01,01093,01
01393,Sandrans,592,578,200069193,CC de la Dombes,CC,FPU,41461,40570,2926.0,29.0,01,01093,01
01299,Le Plantay,577,569,200069193,CC de la Dombes,CC,FPU,41461,40570,2065.0,21.0,01,01443,01
01434,Versailleux,510,500,200069193,CC de la Dombes,CC,FPU,41461,40570,1939.0,19.0,01,01443,01
01319,Relevant,476,467,200069193,CC de la Dombes,CC,FPU,41461,40570,1228.0,12.0,01,01093,01
01146,Dompierre-sur-Chalaronne,456,453,200069193,CC de la Dombes,CC,FPU,41461,40570,473.0,5.0,01,01093,01
01335,Saint-André-le-Bouchoux,433,427,200069193,CC de la Dombes,CC,FPU,41461,40570,929.0,9.0,01,01093,01
01085,La Chapelle-du-Châtelard,397,391,200069193,CC de la Dombes,CC,FPU,41461,40570,1362.0,14.0,01,01093,01
01090,Châtenay,363,358,200069193,CC de la Dombes,CC,FPU,41461,40570,1520.0,15.0,01,01004,01
01382,Sainte-Olive,361,357,200069193,CC de la Dombes,CC,FPU,41461,40570,742.0,7.0,01,01333,01
01207,Lapeyrouse,342,337,200069193,CC de la Dombes,CC,FPU,41461,40570,2013.0,20.0,01,01443,01
01052,Bouligneux,329,323,200069193,CC de la Dombes,CC,FPU,41461,40570,2622.0,26.0,01,01443,01
01129,Crans,321,316,200069193,CC de la Dombes,CC,FPU,41461,40570,1324.0,13.0,01,01004,01
01045,Birieux,287,280,200069193,CC de la Dombes,CC,FPU,41461,40570,1576.0,16.0,01,01443,01
01359,Saint-Germain-sur-Renon,264,262,200069193,CC de la Dombes,CC,FPU,41461,40570,1638.0,16.0,01,01443,01
01356,Saint-Georges-sur-Renon,217,214,200069193,CC de la Dombes,CC,FPU,41461,40570,564.0,6.0,01,01093,01
01428,Valeins,131,131,200069193,CC de la Dombes,CC,FPU,41461,40570,434.0,4.0,01,01093,01
01263,Montmerle-sur-Saône,3888,3798,200070118,CC Val de Saône Centre,CC,FPU,21470,21022,406.0,4.0,01,69019,01
01348,Saint-Didier-sur-Chalaronne,3029,2969,200070118,CC Val de Saône Centre,CC,FPU,21470,21022,2513.0,25.0,01,69019,01
01351,Saint-Étienne-sur-Chalaronne,1652,1625,200070118,CC Val de Saône Centre,CC,FPU,21470,21022,2105.0,21.0,01,01093,01
01420,Thoissey,1652,1644,200070118,CC Val de Saône Centre,CC,FPU,21470,21022,136.0,1.0,01,69019,01
01165,Francheleins,1628,1593,200070118,CC Val de Saône Centre,CC,FPU,21470,21022,1361.0,14.0,01,69019,01
01183,Guéreins,1532,1503,200070118,CC Val de Saône Centre,CC,FPU,21470,21022,441.0,4.0,01,69019,01
01075,Chaleins,1469,1436,200070118,CC Val de Saône Centre,CC,FPU,21470,21022,1708.0,17.0,01,69264,01
01243,Messimy-sur-Saône,1351,1312,200070118,CC Val de Saône Centre,CC,FPU,21470,21022,587.0,6.0,01,69264,01
01258,Montceaux,1225,1202,200070118,CC Val de Saône Centre,CC,FPU,21470,21022,1004.0,10.0,01,69019,01
01252,Mogneneins,848,824,200070118,CC Val de Saône Centre,CC,FPU,21470,21022,850.0,8.0,01,69019,01
01188,Illiat,717,696,200070118,CC Val de Saône Centre,CC,FPU,21470,21022,2044.0,20.0,01,69019,01
01167,Garnerans,697,685,200070118,CC Val de Saône Centre,CC,FPU,21470,21022,861.0,9.0,01,69019,01
01169,Genouilleux,696,675,200070118,CC Val de Saône Centre,CC,FPU,21470,21022,409.0,4.0,01,69019,01
01295,Peyzieux-sur-Saône,666,656,200070118,CC Val de Saône Centre,CC,FPU,21470,21022,872.0,9.0,01,69019,01
01225,Lurcy,420,404,200070118,CC Val de Saône Centre,CC,FPU,21470,21022,481.0,5.0,01,69019,01
01457,Vonnas,3277,3233,200070555,CC de la Veyle,CC,FPU,23753,23254,1807.0,18.0,01,01457,01
01246,Mézériat,2216,2179,200070555,CC de la Veyle,CC,FPU,23753,23254,1922.0,19.0,01,01457,01
01179,Grièges,1952,1909,200070555,CC de la Veyle,CC,FPU,23753,23254,1474.0,15.0,01,71270,01
01343,Saint-Cyr-sur-Menthon,1898,1867,200070555,CC de la Veyle,CC,FPU,23753,23254,1700.0,17.0,01,71270,01
01134,Crottet,1887,1844,200070555,CC de la Veyle,CC,FPU,23753,23254,1219.0,12.0,01,71270,01
01306,Pont-de-Veyle,1688,1600,200070555,CC de la Veyle,CC,FPU,23753,23254,200.0,2.0,01,71270,01
01203,Laiz,1316,1292,200070555,CC de la Veyle,CC,FPU,23753,23254,1029.0,10.0,01,71270,01
01123,Cormoranche-sur-Saône,1197,1165,200070555,CC de la Veyle,CC,FPU,23753,23254,992.0,10.0,01,71090,01
01365,Saint-Jean-sur-Veyle,1176,1154,200070555,CC de la Veyle,CC,FPU,23753,23254,1125.0,11.0,01,71270,01
01096,Chaveyriat,1075,1057,200070555,CC de la Veyle,CC,FPU,23753,23254,1680.0,17.0,01,01457,01
01136,Cruzilles-lès-Mépillat,969,951,200070555,CC de la Veyle,CC,FPU,23753,23254,1189.0,12.0,01,71270,01
01084,Chanoz-Châtenay,961,943,200070555,CC de la Veyle,CC,FPU,23753,23254,1331.0,13.0,01,01093,01
01046,Biziat,909,897,200070555,CC de la Veyle,CC,FPU,23753,23254,1164.0,12.0,01,01457,01
01291,Perrex,882,861,200070555,CC de la Veyle,CC,FPU,23753,23254,1116.0,11.0,01,01457,01
01368,Saint-Julien-sur-Veyle,871,853,200070555,CC de la Veyle,CC,FPU,23753,23254,986.0,10.0,01,01457,01
01334,Saint-André-d'Huiriat,686,671,200070555,CC de la Veyle,CC,FPU,23753,23254,903.0,9.0,01,71270,01
01355,Saint-Genis-sur-Menthon,496,488,200070555,CC de la Veyle,CC,FPU,23753,23254,1162.0,12.0,01,01457,01
01042,Bey,297,290,200070555,CC de la Veyle,CC,FPU,23753,23254,279.0,3.0,01,69019,01
01025,Bâgé-Dommartin,4158,4057,200071371,CC Bresse et Saône,CC,FPU,26294,25700,3983.0,40.0,01,71270,01
01320,Replonges,4011,3929,200071371,CC Bresse et Saône,CC,FPU,26294,25700,1664.0,17.0,01,71270,01
01159,Feillens,3457,3388,200071371,CC Bresse et Saône,CC,FPU,26294,25700,1485.0,15.0,01,71270,01
01305,Pont-de-Vaux,2226,2184,200071371,CC Bresse et Saône,CC,FPU,26294,25700,768.0,8.0,01,01305,01
01231,Manziat,2027,1985,200071371,CC Bresse et Saône,CC,FPU,26294,25700,1269.0,13.0,01,71270,01
01337,Saint-Bénigne,1380,1351,200071371,CC Bresse et Saône,CC,FPU,26294,25700,1655.0,17.0,01,01305,01
01026,Bâgé-le-Châtel,1053,987,200071371,CC Bresse et Saône,CC,FPU,26294,25700,86.0,1.0,01,71270,01
01323,Reyssouze,1021,1003,200071371,CC Bresse et Saône,CC,FPU,26294,25700,955.0,10.0,01,01305,01
01102,Chevroux,1000,981,200071371,CC Bresse et Saône,CC,FPU,26294,25700,1723.0,17.0,01,01305,01
01332,Saint-André-de-Bâgé,837,819,200071371,CC Bresse et Saône,CC,FPU,26294,25700,273.0,3.0,01,71270,01
01175,Gorrevod,805,782,200071371,CC Bresse et Saône,CC,FPU,26294,25700,686.0,7.0,01,01305,01
01094,Chavannes-sur-Reyssouze,765,746,200071371,CC Bresse et Saône,CC,FPU,26294,25700,1651.0,17.0,01,01305,01
01284,Ozan,735,721,200071371,CC Bresse et Saône,CC,FPU,26294,25700,654.0,7.0,01,01305,01
01402,Sermoyer,669,659,200071371,CC Bresse et Saône,CC,FPU,26294,25700,1682.0,17.0,01,71543,01
01352,Saint-Étienne-sur-Reyssouze,588,576,200071371,CC Bresse et Saône,CC,FPU,26294,25700,1393.0,14.0,01,01305,01
01057,Boz,525,509,200071371,CC Bresse et Saône,CC,FPU,26294,25700,771.0,8.0,01,01305,01
01016,Arbigny,468,459,200071371,CC Bresse et Saône,CC,FPU,26294,25700,1756.0,18.0,01,01305,01
01050,Boissey,394,390,200071371,CC Bresse et Saône,CC,FPU,26294,25700,939.0,9.0,01,01305,01
01439,Vésines,98,97,200071371,CC Bresse et Saône,CC,FPU,26294,25700,389.0,4.0,01,71270,01
01023,Asnières-sur-Saône,77,77,200071371,CC Bresse et Saône,CC,FPU,26294,25700,469.0,5.0,01,71270,01
01053,Bourg-en-Bresse,43696,42065,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,139518,135794,2400.0,24.0,01,01053,01
01451,Viriat,7086,6955,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,139518,135794,4526.0,45.0,01,01053,01
01289,Péronnas,6685,6437,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,139518,135794,1784.0,18.0,01,01053,01
01344,Saint-Denis-lès-Bourg,6237,6078,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,139518,135794,1261.0,13.0,01,01053,01
01024,Attignat,3440,3372,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,139518,135794,1894.0,19.0,01,01266,01
01072,Ceyzériat,3389,3306,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,139518,135794,921.0,9.0,01,01072,01
01301,Polliat,2742,2694,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,139518,135794,2015.0,20.0,01,01053,01
01266,Montrevel-en-Bresse,2706,2661,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,139518,135794,1004.0,10.0,01,01266,01
01350,Saint-Étienne-du-Bois,2619,2569,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,139518,135794,2853.0,29.0,01,01072,01
01426,Val-Revermont,2547,2494,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,139518,135794,3972.0,40.0,01,01072,01
01130,Bresse Vallons,2432,2393,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,139518,135794,1388.0,14.0,01,01266,01
01232,Marboz,2306,2262,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,139518,135794,4037.0,40.0,01,01266,01
01254,Montagnat,2209,2164,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,139518,135794,1384.0,14.0,01,01053,01
01163,Foissiat,2057,2024,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,139518,135794,4022.0,40.0,01,01266,01
01374,Saint-Martin-du-Mont,1985,1953,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,139518,135794,2807.0,28.0,01,01053,01
01065,Buellas,1950,1884,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,139518,135794,1024.0,10.0,01,01053,01
01195,Jasseron,1941,1900,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,139518,135794,1884.0,19.0,01,01072,01
01069,Certines,1557,1518,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,139518,135794,1598.0,16.0,01,01053,01
01211,Lent,1493,1459,200071751,CA du Bassin de Bourg-en-Bresse,CA,FPU,139518,135794,3163.0,32.0,01,01053,01
